scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,110873700,100,2903600,2900,8800
throughput,1,1,25000,25000,0,109688100,100,1784700,3000,9500
throughput,1,2,25000,25000,0,108744400,100,1123300,3100,10000
throughput,1,3,25000,25000,0,111726200,100,4728400,2700,8500
throughput,2,0,25000,25000,0,141178300,100,1848300,3600,11800
throughput,2,1,25000,25000,0,144291700,100,2360900,3500,12500
throughput,2,2,25000,25000,0,145096300,100,2325600,3500,12600
throughput,2,3,25000,25000,0,141336900,100,1838200,3600,12700
throughput,3,0,25000,25000,0,100181600,100,2214400,2600,8100
throughput,3,1,25000,25000,0,104345900,100,4788600,2400,8300
throughput,3,2,25000,25000,0,104002100,100,4152800,2500,8400
throughput,3,3,25000,25000,0,98564400,100,3190100,2500,8100
throughput,4,0,25000,25000,0,125942400,100,2335000,3200,11500
throughput,4,1,25000,25000,0,125832200,100,3563300,3100,11300
throughput,4,2,25000,25000,0,126630600,100,2090600,3100,11500
throughput,4,3,25000,25000,0,116718800,100,2651600,3100,10900
throughput,5,0,25000,25000,0,107425800,100,1977100,2700,8600
throughput,5,1,25000,25000,0,116684700,100,3234700,2700,8800
throughput,5,2,25000,25000,0,115020400,100,4241400,2600,8900
throughput,5,3,25000,25000,0,117401500,100,4357000,2600,9500
