scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,49396,49396,6,792700,44162700,25834800,8232300,34067100,0.493960000
throughput,1,1,50604,50604,4,604100,45025900,26041500,8428400,34469900,0.506040000
throughput,2,0,50834,50834,12,1214200,64625900,32477000,10277400,42754400,0.508340000
throughput,2,1,49166,49166,11,1595100,63686900,33770000,9288400,43058400,0.491660000
throughput,3,0,49186,49186,9,1125800,44017900,25060100,7775800,32835900,0.491860000
throughput,3,1,50814,50814,7,1382200,40684300,24772200,8578100,33350300,0.508140000
throughput,4,0,51378,51378,5,1362100,55014600,28197300,10134100,38331400,0.513780000
throughput,4,1,48622,48622,7,1283000,54887900,28202000,9994800,38196800,0.486220000
throughput,5,0,50411,50411,13,2284500,45097400,28251900,9850600,38102500,0.504110000
throughput,5,1,49589,49589,12,2866200,45079700,28399800,9532200,37932000,0.495890000
