scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,94277300,100,885000,2700,9000
throughput,1,1,25000,25000,0,90718800,100,1359700,2700,8500
throughput,1,2,25000,25000,0,95033800,100,1805500,2700,8800
throughput,1,3,25000,25000,0,92370800,100,1470000,2500,8300
throughput,2,0,25000,25000,0,88085300,100,522500,2100,9400
throughput,2,1,25000,25000,0,87746700,100,880700,2100,9200
throughput,2,2,25000,25000,0,88319800,100,677500,2100,9500
throughput,2,3,25000,25000,0,83703600,100,573000,2000,8500
throughput,3,0,25000,25000,0,93586500,100,556700,2500,9700
throughput,3,1,25000,25000,0,91799700,100,625900,2500,9100
throughput,3,2,25000,25000,0,89832600,100,397100,2500,9300
throughput,3,3,25000,25000,0,94097600,100,863200,2500,9600
throughput,4,0,25000,25000,0,81491300,100,2249400,1600,7000
throughput,4,1,25000,25000,0,91358100,100,3858100,1500,7300
throughput,4,2,25000,25000,0,90180000,100,3398100,1600,6700
throughput,4,3,25000,25000,0,86888400,100,4888500,1700,7200
throughput,5,0,25000,25000,0,82442700,100,7808000,1400,6500
throughput,5,1,25000,25000,0,81452400,100,9238700,1400,6600
throughput,5,2,25000,25000,0,80612200,100,1994600,1700,6900
throughput,5,3,25000,25000,0,80898400,100,3290600,1800,7200
