scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,10881,10881,4932,62952400,42899500,290700,6570700,6861400,0.108810000
throughput,1,1,12985,12985,4684,55058100,52460900,363100,3531700,3894800,0.129850000
throughput,1,2,14518,14518,5319,57472700,48920500,390100,3841800,4231900,0.145180000
throughput,1,3,10110,10110,4316,73574300,31996100,264400,7556700,7821100,0.101100000
throughput,1,4,12688,12688,5059,64965200,43136000,351100,3208400,3559500,0.126880000
throughput,1,5,13883,13883,5457,56198500,48473100,349200,5229400,5578600,0.138830000
throughput,1,6,12649,12649,4878,58121700,47383400,335400,4979300,5314700,0.126490000
throughput,1,7,12286,12286,5355,58193800,44018200,334800,6915800,7250600,0.122860000
throughput,2,0,14510,14510,5981,49487600,39596500,328900,4090500,4419400,0.145100000
throughput,2,1,12992,12992,4964,49272700,41182600,317900,2966800,3284700,0.129920000
throughput,2,2,14304,14304,5201,50374100,36205600,332000,3029200,3361200,0.143040000
throughput,2,3,14205,14205,5501,48714700,37382400,318100,6849500,7167600,0.142050000
throughput,2,4,12897,12897,5541,49744900,34494200,1682800,5070800,6753600,0.128970000
throughput,2,5,9554,9554,4935,46804100,30995600,225300,2467400,2692700,0.095540000
throughput,2,6,9377,9377,5045,48654800,31677100,251000,1855900,2106900,0.093770000
throughput,2,7,12161,12161,5193,50392800,36858100,307000,6255600,6562600,0.121610000
throughput,3,0,14956,14956,5050,57765700,44297100,360600,2613100,2973700,0.149560000
throughput,3,1,11541,11541,3735,59077600,41212200,286100,5947300,6233400,0.115410000
throughput,3,2,13612,13612,5333,59295100,41057500,346000,5124400,5470400,0.136120000
throughput,3,3,8191,8191,3290,61887700,34151800,1127000,1474200,2601200,0.081910000
throughput,3,4,16206,16206,5057,47418300,51564100,383600,3392700,3776300,0.162060000
throughput,3,5,11546,11546,4325,47319300,50822400,316900,3863700,4180600,0.115460000
throughput,3,6,10174,10174,3363,50759500,46676200,266600,4641600,4908200,0.101740000
throughput,3,7,13774,13774,4648,47932200,47781900,338800,7203500,7542300,0.137740000
throughput,4,0,13311,13311,5675,56352600,46940400,328000,3396500,3724500,0.133110000
throughput,4,1,9537,9537,5253,59914300,34359600,915900,2553500,3469400,0.095370000
throughput,4,2,13477,13477,6589,54297500,45279600,329200,3465300,3794500,0.134770000
throughput,4,3,9918,9918,3903,42558000,37219700,242400,4962900,5205300,0.099180000
throughput,4,4,14529,14529,6279,58788400,42721500,349300,3981900,4331200,0.145290000
throughput,4,5,15671,15671,6612,53857800,47285200,423300,4228600,4651900,0.156710000
throughput,4,6,10752,10752,4276,41248000,39209400,270500,1993100,2263600,0.107520000
throughput,4,7,12805,12805,5769,48168400,50126000,317600,3392700,3710300,0.128050000
throughput,5,0,14017,14017,6079,62624300,42946500,337300,2255200,2592500,0.140170000
throughput,5,1,13431,13431,5083,59658900,45056000,328100,3604000,3932100,0.134310000
throughput,5,2,11091,11091,4726,62880000,43923300,255400,2696500,2951900,0.110910000
throughput,5,3,13110,13110,5470,58434900,44036500,316000,5319100,5635100,0.131100000
throughput,5,4,13005,13005,5197,59152900,38377400,305800,6418700,6724500,0.130050000
throughput,5,5,10433,10433,4151,59499900,46318500,261800,3620300,3882100,0.104330000
throughput,5,6,10168,10168,4230,52031800,49207700,256200,5257600,5513800,0.101680000
throughput,5,7,14745,14745,5657,50402700,47806600,914800,2497300,3412100,0.147450000
