scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,89616400,100,4046000,1100,7600
throughput,1,1,25000,25000,0,97676600,100,2281700,1400,8500
throughput,1,2,25000,25000,0,96167500,100,2149500,1400,7500
throughput,1,3,25000,25000,0,86466500,100,2420500,1200,7900
throughput,2,0,25000,25000,0,76250600,100,1792200,1200,7100
throughput,2,1,25000,25000,0,92836100,100,3121200,1500,7500
throughput,2,2,25000,25000,0,95647600,100,4940000,1200,7800
throughput,2,3,25000,25000,0,88541600,100,1865600,1400,7600
throughput,3,0,25000,25000,0,102325200,100,2003600,2100,10600
throughput,3,1,25000,25000,0,104127400,100,1562300,2200,10600
throughput,3,2,25000,25000,0,111253400,100,2333200,1800,10700
throughput,3,3,25000,25000,0,107662600,100,3087600,2000,10500
throughput,4,0,25000,25000,0,78197500,100,1446900,1800,8200
throughput,4,1,25000,25000,0,81273700,100,2655900,1700,8300
throughput,4,2,25000,25000,0,82934700,100,1933100,1700,8600
throughput,4,3,25000,25000,0,75678700,100,1791400,1700,8000
throughput,5,0,25000,25000,0,76608600,100,2005300,1700,7800
throughput,5,1,25000,25000,0,80339900,100,2369000,1700,7900
throughput,5,2,25000,25000,0,80412600,100,2993300,1700,8200
throughput,5,3,25000,25000,0,77943800,100,2524600,1700,8100
