scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,103386400,100,4216200,1600,8500
throughput,1,1,25000,25000,0,108620700,100,2932100,1500,8400
throughput,1,2,25000,25000,0,105880000,100,2623800,1300,8600
throughput,1,3,25000,25000,0,104703400,100,4286500,1600,8300
throughput,2,0,25000,25000,0,81732500,100,3597900,1200,7000
throughput,2,1,25000,25000,0,103648100,100,5532400,1100,7600
throughput,2,2,25000,25000,0,97580000,100,7303900,1200,7000
throughput,2,3,25000,25000,0,85916800,100,3598300,1100,7100
throughput,3,0,25000,25000,0,81537700,100,1563100,1400,7900
throughput,3,1,25000,25000,0,91789800,100,2626700,1500,8000
throughput,3,2,25000,25000,0,89359300,100,2266400,1500,7400
throughput,3,3,25000,25000,0,75119200,100,1629900,1300,7300
throughput,4,0,25000,25000,0,95459400,100,2193700,1700,8800
throughput,4,1,25000,25000,0,105565400,100,2620300,2000,9200
throughput,4,2,25000,25000,0,105923300,100,3644400,1900,9500
throughput,4,3,25000,25000,0,91782000,100,2254000,1700,8500
throughput,5,0,25000,25000,0,86702600,100,1742000,1300,6800
throughput,5,1,25000,25000,0,102038400,100,4867600,1300,7000
throughput,5,2,25000,25000,0,96723200,100,8249000,1300,6800
throughput,5,3,25000,25000,0,82627800,100,3541400,1200,6500
