scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,31910,31910,2703,19108600,55179300,1723300,6964200,8687500,0.319100000
throughput,1,1,18963,18963,1916,20968800,57217500,1701700,4593000,6294700,0.189630000
throughput,1,2,19670,19670,2130,26142400,52653600,1065300,5950300,7015600,0.196700000
throughput,1,3,29457,29457,2632,17123700,56860000,1406300,6650300,8056600,0.294570000
throughput,2,0,30834,30834,2504,27913500,49975200,1407300,10985300,12392600,0.308340000
throughput,2,1,19137,19137,2114,33231800,49456100,892200,12390800,13283000,0.191370000
throughput,2,2,17890,17890,1933,31916700,52573300,782400,10565000,11347400,0.178900000
throughput,2,3,32139,32139,2561,26067800,50237500,1443900,10861500,12305400,0.321390000
throughput,3,0,29425,29425,2563,15144800,52585900,1319500,8881800,10201300,0.294250000
throughput,3,1,20712,20712,2392,16715900,57936900,981700,4908600,5890300,0.207120000
throughput,3,2,22656,22656,2197,20017400,55719500,1090400,4627800,5718200,0.226560000
throughput,3,3,27207,27207,2685,10789200,55910100,1236000,9988500,11224500,0.272070000
throughput,4,0,27919,27919,2127,22467800,47270100,1191400,7522300,8713700,0.279190000
throughput,4,1,24502,24502,1977,22193700,52779100,1110100,5989500,7099600,0.245020000
throughput,4,2,20810,20810,1966,19014400,47716300,917700,13103200,14020900,0.208100000
throughput,4,3,26769,26769,1907,17172300,52954400,1264100,6515100,7779200,0.267690000
throughput,5,0,30199,30199,1900,13441000,57510600,1322900,7381000,8703900,0.301990000
throughput,5,1,21595,21595,1699,12832900,60981900,1005100,9392000,10397100,0.215950000
throughput,5,2,21744,21744,1974,11279300,60187300,1058700,9300800,10359500,0.217440000
throughput,5,3,26462,26462,1870,7801800,56506400,1635500,9851100,11486600,0.264620000
