scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,97378800,100,1851700,2200,9200
throughput,1,1,25000,25000,0,93191900,100,1129700,2400,9200
throughput,1,2,25000,25000,0,93185000,100,1840400,2300,9300
throughput,1,3,25000,25000,0,95881300,100,812300,2300,9600
throughput,2,0,25000,25000,0,86987200,100,904900,2000,8600
throughput,2,1,25000,25000,0,91248200,100,1882400,1800,8900
throughput,2,2,25000,25000,0,92454900,100,2832100,1700,8800
throughput,2,3,25000,25000,0,83174500,100,2338600,1900,8400
throughput,3,0,25000,25000,0,93213900,100,1283900,2500,9300
throughput,3,1,25000,25000,0,89258200,100,901100,2400,9000
throughput,3,2,25000,25000,0,91954700,100,991700,2400,9300
throughput,3,3,25000,25000,0,95101100,100,1674500,2100,10200
throughput,4,0,25000,25000,0,109554900,100,7097000,2000,8800
throughput,4,1,25000,25000,0,107130400,100,3282500,2000,9100
throughput,4,2,25000,25000,0,96827900,100,2547300,2100,8800
throughput,4,3,25000,25000,0,108958100,100,2702500,2200,9000
throughput,5,0,25000,25000,0,80900300,100,1857800,1600,8100
throughput,5,1,25000,25000,0,87392900,100,2272700,1800,8200
throughput,5,2,25000,25000,0,87255400,100,4189700,1700,8200
throughput,5,3,25000,25000,0,87646900,100,2575100,1700,8100
