scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,23868,23868,1282,5472100,47161200,13972900,4776500,18749400,0.238680000
throughput,1,1,25419,25419,1227,4323800,45052700,12940700,4876100,17816800,0.254190000
throughput,1,2,23298,23298,1263,7225100,49858200,10482200,4599200,15081400,0.232980000
throughput,1,3,27415,27415,1361,4723100,45077800,12583800,5738700,18322500,0.274150000
throughput,2,0,24823,24823,952,5670900,83203800,16957200,10090800,27048000,0.248230000
throughput,2,1,26498,26498,1047,6814900,74604400,22931600,8523900,31455500,0.264980000
throughput,2,2,22990,22990,870,5729100,83028000,18254900,8798400,27053300,0.229900000
throughput,2,3,25689,25689,1017,5980300,77538500,18874500,8944700,27819200,0.256890000
throughput,3,0,24570,24570,1439,13010500,89768600,18170100,12488200,30658300,0.245700000
throughput,3,1,25363,25363,1440,12173000,92142700,19109100,8740700,27849800,0.253630000
throughput,3,2,24703,24703,1385,10813000,92610400,19451700,9181400,28633100,0.247030000
throughput,3,3,25364,25364,1471,7668100,91267100,21094700,10251500,31346200,0.253640000
throughput,4,0,27683,27683,1117,8652300,54123900,13551700,6464000,20015700,0.276830000
throughput,4,1,22051,22051,1074,12918900,55372000,11481000,4553200,16034200,0.220510000
throughput,4,2,23323,23323,1050,12302900,51552800,11083600,9371500,20455100,0.233230000
throughput,4,3,26943,26943,1144,8357500,52440900,13970200,5825100,19795300,0.269430000
throughput,5,0,26715,26715,1301,9814000,47349400,12999300,10324400,23323700,0.267150000
throughput,5,1,24063,24063,1300,15663500,47993600,13105000,7224900,20329900,0.240630000
throughput,5,2,22318,22318,1282,15577200,47470200,12635900,7467500,20103400,0.223180000
throughput,5,3,26904,26904,1303,8729400,50777100,13050900,8607200,21658100,0.269040000
