timestamp_utc,scenario,callback_profile,mode,iteration,workers,producers,capacity,tasks_attempted,tasks_accepted,tasks_executed,tasks_rejected,submit_duration_ns,shutdown_duration_ns,join_duration_ns,total_duration_ns,throughput_tasks_per_second,mean_submit_latency_ns,p50_submit_latency_ns,p95_submit_latency_ns,min_submit_latency_ns,max_submit_latency_ns,mean_end_to_end_latency_ns,p50_end_to_end_latency_ns,p95_end_to_end_latency_ns,correctness_passed
2026-07-28T20:24:40.559Z,throughput,light_cpu,validated,1,8,4,64,100000,100000,100000,0,91082900,39400,288600,91410900,1093961.442235,3015.135,1400,7000,0,23002800,17129.918,4700,54100,true
2026-07-28T20:24:40.658Z,throughput,light_cpu,validated,2,8,4,64,100000,100000,100000,0,89858000,43700,175400,90077200,1110158.841527,3429.807,1800,8000,0,10753600,29422.250,19300,69100,true
2026-07-28T20:24:40.770Z,throughput,light_cpu,validated,3,8,4,64,100000,100000,100000,0,94059000,78900,216900,94354800,1059829.494631,3320.130,1600,7000,0,13254600,18050.712,5300,54900,true
2026-07-28T20:24:40.870Z,throughput,light_cpu,validated,4,8,4,64,100000,100000,100000,0,88977100,46100,211600,89234900,1120637.777372,2949.431,1400,6100,0,11585900,12847.038,3900,47900,true
2026-07-28T20:24:40.987Z,throughput,light_cpu,validated,5,8,4,64,100000,100000,100000,0,100886200,34100,228900,101149400,988636.610796,3811.515,1900,8500,0,9562000,24550.292,5700,71600,true
2026-07-28T20:24:41.070Z,throughput,light_cpu,validated,6,8,4,64,100000,100000,100000,0,72089200,53700,177200,72320300,1382737.626918,2677.069,1400,5600,0,10984900,8679.656,3800,24300,true
2026-07-28T20:24:41.171Z,throughput,light_cpu,validated,7,8,4,64,100000,100000,100000,0,85997000,35900,230300,86263300,1159241.531451,2853.972,1300,7000,0,14539500,17220.636,4600,59200,true
2026-07-28T20:24:41.265Z,throughput,light_cpu,validated,8,8,4,64,100000,100000,100000,0,79226900,64100,214400,79505500,1257774.619366,2910.203,1300,6200,0,18574900,16709.667,5000,47000,true
2026-07-28T20:24:41.370Z,throughput,light_cpu,validated,9,8,4,64,100000,100000,100000,0,92428000,92800,196300,92717100,1078549.695795,3376.649,1700,7300,0,10553600,16162.815,5200,56100,true
2026-07-28T20:24:41.478Z,throughput,light_cpu,validated,10,8,4,64,100000,100000,100000,0,86873800,46600,192000,87112400,1147942.198814,2995.714,1300,6200,0,12267600,10308.451,3600,47000,true
