timestamp_utc,scenario,callback_profile,mode,iteration,workers,producers,capacity,tasks_attempted,tasks_accepted,tasks_executed,tasks_rejected,submit_duration_ns,shutdown_duration_ns,join_duration_ns,total_duration_ns,throughput_tasks_per_second,mean_submit_latency_ns,p50_submit_latency_ns,p95_submit_latency_ns,min_submit_latency_ns,max_submit_latency_ns,mean_end_to_end_latency_ns,p50_end_to_end_latency_ns,p95_end_to_end_latency_ns,correctness_passed
2026-07-28T20:24:18.558Z,throughput,noop,validated,1,2,4,64,100000,100000,100000,0,85744600,38300,137300,85920300,1163869.306788,3349.475,2200,9100,0,2059700,52799.379,55600,74600,true
2026-07-28T20:24:18.658Z,throughput,noop,validated,2,2,4,64,100000,100000,100000,0,86867300,5800,65300,86938400,1150239.709956,3400.116,2500,9200,0,472200,57539.187,57200,70100,true
2026-07-28T20:24:18.758Z,throughput,noop,validated,3,2,4,64,100000,100000,100000,0,81671300,5200,73500,81750100,1223240.093896,3165.015,2200,8700,0,699800,52359.142,53800,66900,true
2026-07-28T20:24:18.858Z,throughput,noop,validated,4,2,4,64,100000,100000,100000,0,88540600,5100,66800,88612500,1128508.957540,3460.227,2500,9000,0,565200,55537.197,56400,72200,true
2026-07-28T20:24:18.951Z,throughput,noop,validated,5,2,4,64,100000,100000,100000,0,80667100,6000,72000,80745200,1238463.710536,3104.696,2000,8700,0,2733400,50840.234,52100,65900,true
2026-07-28T20:24:19.040Z,throughput,noop,validated,6,2,4,64,100000,100000,100000,0,82449000,5400,194500,82649000,1209935.994386,3057.403,1900,7300,0,6769600,38226.932,45400,69600,true
2026-07-28T20:24:19.157Z,throughput,noop,validated,7,2,4,64,100000,100000,100000,0,91107500,45400,84100,91237100,1096045.358741,3494.625,2500,8500,0,2157500,19971.371,5400,85900,true
2026-07-28T20:24:19.257Z,throughput,noop,validated,8,2,4,64,100000,100000,100000,0,83183700,6500,99100,83289300,1200634.415225,3254.212,2100,8800,0,1059600,52349.691,53800,73300,true
2026-07-28T20:24:19.340Z,throughput,noop,validated,9,2,4,64,100000,100000,100000,0,71783600,5200,59000,71847900,1391829.127922,2806.060,1900,8000,0,1242000,46032.712,46800,59100,true
2026-07-28T20:24:19.435Z,throughput,noop,validated,10,2,4,64,100000,100000,100000,0,76550700,6900,83000,76640600,1304791.455182,2916.719,2000,8300,0,1131900,47058.030,50200,62500,true
