timestamp_utc,scenario,callback_profile,mode,iteration,workers,producers,capacity,tasks_attempted,tasks_accepted,tasks_executed,tasks_rejected,submit_duration_ns,shutdown_duration_ns,join_duration_ns,total_duration_ns,throughput_tasks_per_second,mean_submit_latency_ns,p50_submit_latency_ns,p95_submit_latency_ns,min_submit_latency_ns,max_submit_latency_ns,mean_end_to_end_latency_ns,p50_end_to_end_latency_ns,p95_end_to_end_latency_ns,correctness_passed
2026-07-28T20:24:27.959Z,throughput,noop,validated,1,4,4,16,100000,100000,100000,0,86988900,13800,141600,87144400,1147520.666847,3348.323,2000,8900,0,3253600,11852.798,11500,21900,true
2026-07-28T20:24:28.054Z,throughput,noop,validated,2,4,4,16,100000,100000,100000,0,80121000,19000,103100,80243100,1246213.070033,3088.783,1900,8600,0,2101000,8570.571,7300,18100,true
2026-07-28T20:24:28.141Z,throughput,noop,validated,3,4,4,16,100000,100000,100000,0,79437000,12300,94000,79543300,1257176.908677,3113.259,2000,8700,100,1215500,7950.909,6900,16700,true
2026-07-28T20:24:28.231Z,throughput,noop,validated,4,4,4,16,100000,100000,100000,0,77105600,9200,112700,77227600,1294873.853389,2976.960,1900,8500,100,1279800,7670.036,6700,15900,true
2026-07-28T20:24:28.332Z,throughput,noop,validated,5,4,4,16,100000,100000,100000,0,83089800,10000,102600,83202500,1201886.962531,3175.211,1800,8500,0,5301400,9245.247,7600,20000,true
2026-07-28T20:24:28.415Z,throughput,noop,validated,6,4,4,16,100000,100000,100000,0,71091800,21300,130700,71243800,1403630.912444,2675.665,1400,7100,0,5097900,7004.777,5400,15500,true
2026-07-28T20:24:28.498Z,throughput,noop,validated,7,4,4,16,100000,100000,100000,0,79724700,10200,97400,79832400,1252624.247799,3119.272,2000,8700,0,1069800,9897.078,8900,19500,true
2026-07-28T20:24:28.608Z,throughput,noop,validated,8,4,4,16,100000,100000,100000,0,81884800,10000,105200,82000000,1219512.195122,3153.837,1900,8600,100,5440800,9014.967,7600,19600,true
2026-07-28T20:24:28.698Z,throughput,noop,validated,9,4,4,16,100000,100000,100000,0,79028600,11600,118700,79159100,1263278.637579,3079.692,2000,7900,100,3206300,7061.394,5300,16900,true
2026-07-28T20:24:28.781Z,throughput,noop,validated,10,4,4,16,100000,100000,100000,0,70700100,14900,146000,70861100,1411211.510970,2722.380,1600,7700,100,2018300,7182.481,5500,17000,true
