timestamp_utc,scenario,callback_profile,mode,iteration,workers,producers,capacity,tasks_attempted,tasks_accepted,tasks_executed,tasks_rejected,submit_duration_ns,shutdown_duration_ns,join_duration_ns,total_duration_ns,throughput_tasks_per_second,mean_submit_latency_ns,p50_submit_latency_ns,p95_submit_latency_ns,min_submit_latency_ns,max_submit_latency_ns,mean_end_to_end_latency_ns,p50_end_to_end_latency_ns,p95_end_to_end_latency_ns,correctness_passed
2026-07-28T20:24:23.986Z,throughput,noop,validated,1,4,2,64,100000,100000,100000,0,81859700,9100,124800,81993700,1219605.896551,1593.606,1100,4200,0,165100,2645.337,1900,5500,true
2026-07-28T20:24:24.081Z,throughput,noop,validated,2,4,2,64,100000,100000,100000,0,84421300,12900,153300,84587600,1182206.375403,1594.446,1000,4300,0,3175900,2605.338,1800,5600,true
2026-07-28T20:24:24.180Z,throughput,noop,validated,3,4,2,64,100000,100000,100000,0,83780900,38600,123700,83943300,1191280.304682,1628.161,1100,4200,0,1091400,2967.946,2000,6400,true
2026-07-28T20:24:24.268Z,throughput,noop,validated,4,4,2,64,100000,100000,100000,0,79314300,9700,135400,79459400,1258504.343098,1511.488,1000,4200,0,169300,2676.443,1900,6000,true
2026-07-28T20:24:24.362Z,throughput,noop,validated,5,4,2,64,100000,100000,100000,0,81567100,14900,142700,81724800,1223618.779122,1563.616,1100,3900,0,595900,2631.632,1700,5100,true
2026-07-28T20:24:24.452Z,throughput,noop,validated,6,4,2,64,100000,100000,100000,0,82186400,10600,145700,82342800,1214435.263314,1591.659,1000,4300,0,482500,2602.263,1900,5600,true
2026-07-28T20:24:24.553Z,throughput,noop,validated,7,4,2,64,100000,100000,100000,0,91521100,10900,116300,91648500,1091125.332111,1779.301,1200,4600,0,1796200,3521.965,2300,7900,true
2026-07-28T20:24:24.652Z,throughput,noop,validated,8,4,2,64,100000,100000,100000,0,89751900,19200,143900,89915100,1112160.248946,1719.207,1300,3800,0,347700,2409.262,1800,4600,true
2026-07-28T20:24:24.752Z,throughput,noop,validated,9,4,2,64,100000,100000,100000,0,80930000,14400,145200,81089800,1233200.723149,1527.423,1100,3800,0,1047500,2283.637,1600,4700,true
2026-07-28T20:24:24.844Z,throughput,noop,validated,10,4,2,64,100000,100000,100000,0,82434600,12500,110400,82557600,1211275.521575,1596.389,1100,4300,0,200200,2871.986,1900,6400,true
