timestamp_utc,scenario,callback_profile,mode,iteration,workers,producers,capacity,tasks_attempted,tasks_accepted,tasks_executed,tasks_rejected,submit_duration_ns,shutdown_duration_ns,join_duration_ns,total_duration_ns,throughput_tasks_per_second,mean_submit_latency_ns,p50_submit_latency_ns,p95_submit_latency_ns,min_submit_latency_ns,max_submit_latency_ns,mean_end_to_end_latency_ns,p50_end_to_end_latency_ns,p95_end_to_end_latency_ns,correctness_passed
2026-07-28T20:24:25.767Z,throughput,noop,validated,1,4,4,1,100000,100000,100000,0,169227900,33900,120400,169382200,590380.807428,6484.681,1900,37000,100,5301600,7303.324,2400,43200,true
2026-07-28T20:24:25.963Z,throughput,noop,validated,2,4,4,1,100000,100000,100000,0,181096700,124400,80900,181302000,551565.895578,6984.781,1400,58900,0,7466700,7737.706,1700,66600,true
2026-07-28T20:24:26.110Z,throughput,noop,validated,3,4,4,1,100000,100000,100000,0,130669400,12200,253500,130935300,763735.982581,5051.170,2400,11200,100,10261800,5629.205,2900,11800,true
2026-07-28T20:24:26.307Z,throughput,noop,validated,4,4,4,1,100000,100000,100000,0,181426900,169600,13800,181610300,550629.562310,6930.953,2300,18500,100,5686300,7811.150,2800,19100,true
2026-07-28T20:24:26.496Z,throughput,noop,validated,5,4,4,1,100000,100000,100000,0,172206600,12200,114400,172333200,580271.241989,6398.720,2400,16100,100,9189600,7279.268,2900,16800,true
2026-07-28T20:24:26.633Z,throughput,noop,validated,6,4,4,1,100000,100000,100000,0,132067200,30500,132600,132230300,756256.319467,4956.425,1600,10400,100,3785100,5578.149,2000,11000,true
2026-07-28T20:24:26.825Z,throughput,noop,validated,7,4,4,1,100000,100000,100000,0,173893800,170400,50200,174114500,574334.705036,6282.097,2700,25000,100,1687200,7116.551,3200,26900,true
2026-07-28T20:24:26.946Z,throughput,noop,validated,8,4,4,1,100000,100000,100000,0,105719600,9300,107800,105836800,944850.940316,3833.800,1800,9300,0,13183900,4324.097,2300,9900,true
2026-07-28T20:24:27.209Z,throughput,noop,validated,9,4,4,1,100000,100000,100000,0,252325700,43000,137700,252506700,396029.095466,8712.037,1800,58900,0,7954000,9954.965,2200,66300,true
2026-07-28T20:24:27.482Z,throughput,noop,validated,10,4,4,1,100000,100000,100000,0,260213100,34300,110200,260357600,384087.117104,8742.806,1300,52200,0,9654100,10090.246,1700,60800,true
