timestamp_utc,scenario,callback_profile,mode,iteration,workers,producers,capacity,tasks_attempted,tasks_accepted,tasks_executed,tasks_rejected,submit_duration_ns,shutdown_duration_ns,join_duration_ns,total_duration_ns,throughput_tasks_per_second,mean_submit_latency_ns,p50_submit_latency_ns,p95_submit_latency_ns,min_submit_latency_ns,max_submit_latency_ns,mean_end_to_end_latency_ns,p50_end_to_end_latency_ns,p95_end_to_end_latency_ns,correctness_passed
2026-07-28T20:24:19.906Z,throughput,noop,validated,1,4,4,64,100000,100000,100000,0,78629700,11300,108800,78749800,1269844.494843,3040.845,1900,8600,0,1141000,25538.509,23000,54700,true
2026-07-28T20:24:20.006Z,throughput,noop,validated,2,4,4,64,100000,100000,100000,0,92043900,9600,98900,92152600,1085156.577243,3569.276,2400,9300,100,914000,11486.952,6700,40700,true
2026-07-28T20:24:20.106Z,throughput,noop,validated,3,4,4,64,100000,100000,100000,0,79973400,8700,137000,80119100,1248141.828852,3040.529,1800,8400,0,3711400,23479.021,18200,59000,true
2026-07-28T20:24:20.189Z,throughput,noop,validated,4,4,4,64,100000,100000,100000,0,76206500,10100,97900,76314500,1310366.968269,2909.603,1700,8900,0,728900,27645.238,27600,55600,true
2026-07-28T20:24:20.272Z,throughput,noop,validated,5,4,4,64,100000,100000,100000,0,66325100,11000,132800,66468900,1504462.989458,2557.665,1600,7300,0,1086200,7828.649,5600,21700,true
2026-07-28T20:24:20.356Z,throughput,noop,validated,6,4,4,64,100000,100000,100000,0,77748100,13500,137700,77899400,1283706.934842,3008.588,1800,9100,0,466000,28837.936,26900,57500,true
2026-07-28T20:24:20.455Z,throughput,noop,validated,7,4,4,64,100000,100000,100000,0,78692700,10300,112000,78815000,1268794.011292,3043.886,1800,8400,0,2646300,18087.707,11600,51300,true
2026-07-28T20:24:20.554Z,throughput,noop,validated,8,4,4,64,100000,100000,100000,0,81471000,10300,97900,81579200,1225802.655579,3189.991,2300,7900,100,1898200,5218.167,3500,10700,true
2026-07-28T20:24:20.641Z,throughput,noop,validated,9,4,4,64,100000,100000,100000,0,73446200,11800,123800,73581800,1359031.717082,2813.639,1600,7800,0,4573100,26873.794,21700,65900,true
2026-07-28T20:24:20.732Z,throughput,noop,validated,10,4,4,64,100000,100000,100000,0,75869000,12800,162000,76043800,1315031.600209,2931.021,1800,8000,0,2559000,21483.630,12900,62100,true
