timestamp_utc,scenario,callback_profile,mode,iteration,workers,producers,capacity,tasks_attempted,tasks_accepted,tasks_executed,tasks_rejected,submit_duration_ns,shutdown_duration_ns,join_duration_ns,total_duration_ns,throughput_tasks_per_second,mean_submit_latency_ns,p50_submit_latency_ns,p95_submit_latency_ns,min_submit_latency_ns,max_submit_latency_ns,mean_end_to_end_latency_ns,p50_end_to_end_latency_ns,p95_end_to_end_latency_ns,correctness_passed
2026-07-28T20:24:21.281Z,throughput,noop,validated,1,8,4,64,100000,100000,100000,0,104768500,51200,219300,105039000,952027.342225,3855.653,1700,7700,100,14566200,6079.274,3200,12900,true
2026-07-28T20:24:21.401Z,throughput,noop,validated,2,8,4,64,100000,100000,100000,0,105255700,17500,220700,105493900,947922.107345,3976.764,1800,8300,0,15110000,12350.888,4000,57200,true
2026-07-28T20:24:21.504Z,throughput,noop,validated,3,8,4,64,100000,100000,100000,0,93280300,42800,236600,93559700,1068836.261767,3446.632,1600,7300,0,14398100,11326.024,3800,54400,true
2026-07-28T20:24:21.621Z,throughput,noop,validated,4,8,4,64,100000,100000,100000,0,95679500,40600,221100,95941300,1042303.992129,3391.852,1600,8000,0,7548800,13369.535,5100,46500,true
2026-07-28T20:24:21.733Z,throughput,noop,validated,5,8,4,64,100000,100000,100000,0,95813900,98700,175000,96087800,1040714.846214,3578.523,1700,7800,0,7829400,10119.439,4000,44400,true
2026-07-28T20:24:21.849Z,throughput,noop,validated,6,8,4,64,100000,100000,100000,0,100520600,19700,209500,100749800,992557.801604,3834.859,1800,8500,100,9599400,19355.856,6100,63700,true
2026-07-28T20:24:21.965Z,throughput,noop,validated,7,8,4,64,100000,100000,100000,0,105114300,62200,210300,105386800,948885.439163,3761.358,1900,8800,0,9582000,20094.379,5800,71600,true
2026-07-28T20:24:22.076Z,throughput,noop,validated,8,8,4,64,100000,100000,100000,0,98521200,53200,305600,98880100,1011325.838060,3313.694,1500,7800,0,21492900,12867.740,4100,60500,true
2026-07-28T20:24:22.195Z,throughput,noop,validated,9,8,4,64,100000,100000,100000,0,95966800,80400,176800,96224100,1039240.689183,3326.836,1400,7300,0,21643100,9379.154,3300,48900,true
2026-07-28T20:24:22.287Z,throughput,noop,validated,10,8,4,64,100000,100000,100000,0,86315100,51300,196400,86562800,1155230.653352,3190.999,1700,7600,0,10475700,10150.729,4400,35200,true
