scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,8967,8967,4111,43796200,35762000,188200,1603400,1791600,0.089670000
throughput,1,1,11009,11009,5232,31036900,29623500,182600,1487200,1669800,0.110090000
throughput,1,2,18011,18011,6133,30240800,44033000,427800,2247600,2675400,0.180110000
throughput,1,3,10417,10417,4518,42601200,36047900,183700,2149100,2332800,0.104170000
throughput,1,4,9449,9449,4577,47039000,31280900,185100,2082900,2268000,0.094490000
throughput,1,5,15902,15902,7332,34782200,42556000,261100,1928900,2190000,0.159020000
throughput,1,6,13374,13374,5730,37458500,31687700,224200,1626600,1850800,0.133740000
throughput,1,7,12871,12871,4918,34246800,36179500,220700,2053500,2274200,0.128710000
throughput,2,0,17212,17212,5358,36051000,35926000,306900,1891900,2198800,0.172120000
throughput,2,1,10973,10973,4090,41568400,26036100,190400,1302000,1492400,0.109730000
throughput,2,2,11569,11569,4757,37410600,29796500,190700,1353100,1543800,0.115690000
throughput,2,3,9491,9491,4745,54972700,17658100,155100,1076400,1231500,0.094910000
throughput,2,4,15243,15243,4714,43632400,29604000,259800,2007500,2267300,0.152430000
throughput,2,5,12758,12758,2957,48525600,25592000,225600,2095900,2321500,0.127580000
throughput,2,6,6975,6975,3243,41519100,35961600,114700,1182100,1296800,0.069750000
throughput,2,7,15779,15779,4497,34934900,37822200,273300,2002700,2276000,0.157790000
throughput,3,0,15331,15331,4223,26737700,45981100,260800,4627600,4888400,0.153310000
throughput,3,1,13796,13796,4859,37268200,37724600,234800,2812900,3047700,0.137960000
throughput,3,2,7363,7363,2753,48479700,28750400,136100,3141200,3277300,0.073630000
throughput,3,3,8547,8547,2232,22886300,40139300,144400,4145300,4289700,0.085470000
throughput,3,4,13449,13449,3791,21035200,46906300,230000,1612000,1842000,0.134490000
throughput,3,5,15563,15563,4331,18313800,52722100,261800,4624400,4886200,0.155630000
throughput,3,6,14422,14422,5403,37158100,36485900,233200,3124000,3357200,0.144220000
throughput,3,7,11529,11529,4531,36162300,35199800,190300,5095500,5285800,0.115290000
throughput,4,0,6443,6443,2603,15915100,25065800,110100,2191100,2301200,0.064430000
throughput,4,1,7308,7308,2535,21678400,17439400,124700,1499400,1624100,0.073080000
throughput,4,2,19306,19306,2561,21185100,42384200,336000,3799000,4135000,0.193060000
throughput,4,3,5340,5340,2418,23362300,17430800,95700,2062600,2158300,0.053400000
throughput,4,4,18440,18440,2715,23901100,40692200,317400,2793100,3110500,0.184400000
throughput,4,5,17653,17653,2283,20249800,44339100,296600,3605700,3902300,0.176530000
throughput,4,6,4828,4828,1759,36425200,16876300,87000,2026300,2113300,0.048280000
throughput,4,7,20682,20682,3003,22124800,41693900,359200,3043300,3402500,0.206820000
throughput,5,0,9836,9836,4833,43816800,28028900,167800,4181600,4349400,0.098360000
throughput,5,1,12532,12532,5964,46167400,34435600,225300,1675400,1900700,0.125320000
throughput,5,2,12374,12374,6535,45231400,31693700,216500,4418600,4635100,0.123740000
throughput,5,3,11703,11703,5548,46529800,31781100,196300,4254700,4451000,0.117030000
throughput,5,4,14232,14232,6659,45958700,33809300,241200,1725900,1967100,0.142320000
throughput,5,5,13219,13219,6034,48343500,30520000,243100,2872600,3115700,0.132190000
throughput,5,6,10412,10412,4731,57882300,23528800,225500,1255500,1481000,0.104120000
throughput,5,7,15692,15692,7009,43380200,35760000,259200,1898700,2157900,0.156920000
throughput,6,0,12347,12347,4341,40810800,35567700,207200,1448500,1655700,0.123470000
throughput,6,1,15409,15409,4601,28362300,39084700,254500,5491800,5746300,0.154090000
throughput,6,2,11866,11866,4064,30512000,34221900,197000,3028300,3225300,0.118660000
throughput,6,3,14480,14480,4459,35631800,34851700,2431000,1675200,4106200,0.144800000
throughput,6,4,12215,12215,4247,34522600,37262500,581200,3213300,3794500,0.122150000
throughput,6,5,9623,9623,4275,38922900,29626500,165200,1862800,2028000,0.096230000
throughput,6,6,9555,9555,3275,47884200,31148200,172700,1180600,1353300,0.095550000
throughput,6,7,14505,14505,5210,38128200,35132800,244500,1686900,1931400,0.145050000
throughput,7,0,13206,13206,5263,35246700,41835400,220600,3037500,3258100,0.132060000
throughput,7,1,9569,9569,3980,42399300,26104000,164300,12759400,12923700,0.095690000
throughput,7,2,10742,10742,3977,36403200,32750400,195500,11227100,11422600,0.107420000
throughput,7,3,15717,15717,5624,37853700,33362800,266000,3101700,3367700,0.157170000
throughput,7,4,13855,13855,5272,36513600,34352000,229700,4424600,4654300,0.138550000
throughput,7,5,9649,9649,4727,33181400,45513000,178300,2566400,2744700,0.096490000
throughput,7,6,13837,13837,5236,36688500,40822000,240300,2986400,3226700,0.138370000
throughput,7,7,13425,13425,4945,39681500,38157100,225500,1985100,2210600,0.134250000
