scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,67140300,100,1030800,1900,7300
throughput,1,1,25000,25000,0,70859400,100,1131300,1900,7200
throughput,1,2,25000,25000,0,71700600,100,1167700,1900,7500
throughput,1,3,25000,25000,0,69906100,100,839900,1900,7400
throughput,2,0,25000,25000,0,66057400,100,1180000,1800,7100
throughput,2,1,25000,25000,0,67927000,100,1337400,1800,7000
throughput,2,2,25000,25000,0,67964800,100,597500,1800,7200
throughput,2,3,25000,25000,0,67202200,100,1360300,1800,7200
throughput,3,0,25000,25000,0,56559600,100,1506100,1300,6000
throughput,3,1,25000,25000,0,70202500,0,1838900,1500,6500
throughput,3,2,25000,25000,0,68765300,100,3218100,1500,6200
throughput,3,3,25000,25000,0,59478100,100,625500,1400,6300
throughput,4,0,25000,25000,0,64511200,100,1110700,1700,7300
throughput,4,1,25000,25000,0,63023200,100,504800,1600,7100
throughput,4,2,25000,25000,0,64332100,0,525500,1700,7200
throughput,4,3,25000,25000,0,61194600,100,279200,1700,6900
throughput,5,0,25000,25000,0,68899600,100,532000,1800,7800
throughput,5,1,25000,25000,0,69400500,100,782200,1700,8000
throughput,5,2,25000,25000,0,62547100,100,679300,1600,7100
throughput,5,3,25000,25000,0,70093100,100,988100,1700,8200
throughput,6,0,25000,25000,0,58894600,100,326400,1800,5800
throughput,6,1,25000,25000,0,63316400,0,1586500,1800,5800
throughput,6,2,25000,25000,0,63203300,100,1512500,1900,5700
throughput,6,3,25000,25000,0,61816500,100,277100,1900,6200
throughput,7,0,25000,25000,0,57827400,100,2180200,1500,6200
throughput,7,1,25000,25000,0,51347800,100,415100,1400,5700
throughput,7,2,25000,25000,0,57879100,100,2123800,1500,6200
throughput,7,3,25000,25000,0,56101700,100,2307100,1500,5900
