scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,23483,23483,199,1100200,46863500,2619900,3157800,5777700,0.234830000
throughput,1,1,25985,25985,248,1009500,48433800,832300,4038200,4870500,0.259850000
throughput,1,2,25305,25305,249,899000,47943500,771900,7064400,7836300,0.253050000
throughput,1,3,25227,25227,241,1207500,51103800,847700,3683400,4531100,0.252270000
throughput,2,0,26958,26958,233,1995900,45684200,896600,4584500,5481100,0.269580000
throughput,2,1,22626,22626,241,1975700,41156000,819900,4565300,5385200,0.226260000
throughput,2,2,23096,23096,261,2304400,46364700,829100,4429000,5258100,0.230960000
throughput,2,3,27320,27320,240,855900,46551600,909400,4409300,5318700,0.273200000
throughput,3,0,25047,25047,676,2456400,43459100,860700,3536600,4397300,0.250470000
throughput,3,1,24129,24129,690,3076100,44101300,763000,2941200,3704200,0.241290000
throughput,3,2,24092,24092,449,1833200,45555100,2227300,3003600,5230900,0.240920000
throughput,3,3,26732,26732,732,2151900,44824000,902800,3415700,4318500,0.267320000
throughput,4,0,23790,23790,1447,4680500,52558100,771500,3456900,4228400,0.237900000
throughput,4,1,27266,27266,1436,4034000,52313900,941400,3419100,4360500,0.272660000
throughput,4,2,23387,23387,1308,5096200,52477400,1044800,3048600,4093400,0.233870000
throughput,4,3,25557,25557,1398,3915200,54985000,832300,3058200,3890500,0.255570000
throughput,5,0,27029,27029,2504,5856300,49861800,877500,4082600,4960100,0.270290000
throughput,5,1,24497,24497,2474,6071100,43415500,822500,3865000,4687500,0.244970000
throughput,5,2,22622,22622,2272,7174700,42681900,5688300,3626700,9315000,0.226220000
throughput,5,3,25852,25852,2418,6372500,49785800,874600,4056100,4930700,0.258520000
throughput,6,0,25639,25639,874,2826100,49449700,914000,6380800,7294800,0.256390000
throughput,6,1,25582,25582,912,5532700,48049200,920700,3528000,4448700,0.255820000
throughput,6,2,21965,21965,563,5796000,46806400,1250700,4375200,5625900,0.219650000
throughput,6,3,26814,26814,1018,3472600,48082500,937400,6135000,7072400,0.268140000
throughput,7,0,27566,27566,6561,26703000,52470000,1039100,4058500,5097600,0.275660000
throughput,7,1,22325,22325,6513,26313500,44883100,3253700,5259000,8512700,0.223250000
throughput,7,2,24104,24104,6292,29224900,45779900,911700,4487000,5398700,0.241040000
throughput,7,3,26005,26005,6617,28667900,43392400,1361500,11331100,12692600,0.260050000
