scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,64879300,100,524500,1800,7200
throughput,1,1,25000,25000,0,69102300,100,571600,1700,7700
throughput,1,2,25000,25000,0,67395000,0,1496400,1700,7400
throughput,1,3,25000,25000,0,68291200,100,1115900,1800,7500
throughput,2,0,25000,25000,0,59713200,100,754200,1500,6900
throughput,2,1,25000,25000,0,61701200,0,3347200,1300,6800
throughput,2,2,25000,25000,0,58941200,100,708900,1500,6700
throughput,2,3,25000,25000,0,57770400,100,561500,1500,6800
throughput,3,0,25000,25000,0,65177700,100,506900,1700,7500
throughput,3,1,25000,25000,0,67153300,0,2254600,1600,7000
throughput,3,2,25000,25000,0,67133000,100,1316200,1700,7000
throughput,3,3,25000,25000,0,63712300,100,508700,1700,7100
throughput,4,0,25000,25000,0,68717000,100,559500,1800,7900
throughput,4,1,25000,25000,0,69568300,100,1239100,1800,7500
throughput,4,2,25000,25000,0,68630500,100,1744900,1800,7200
throughput,4,3,25000,25000,0,68286600,100,1140000,1700,7700
throughput,5,0,25000,25000,0,72813100,100,2365300,1800,7500
throughput,5,1,25000,25000,0,70517300,100,1199200,1700,7300
throughput,5,2,25000,25000,0,71687500,100,1217500,1800,7400
throughput,5,3,25000,25000,0,73234100,100,5526000,1700,7100
throughput,6,0,25000,25000,0,59918900,100,436000,1500,7200
throughput,6,1,25000,25000,0,59088600,100,511100,1500,6800
throughput,6,2,25000,25000,0,58760300,100,1309500,1500,6700
throughput,6,3,25000,25000,0,60428500,100,938600,1500,7100
throughput,7,0,25000,25000,0,59190900,100,637300,1600,6900
throughput,7,1,25000,25000,0,61544700,0,2415300,1500,6800
throughput,7,2,25000,25000,0,61785900,100,2199100,1500,6700
throughput,7,3,25000,25000,0,59712200,100,446700,1500,6900
