scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,49675,49675,5,409300,35255500,16579600,5891000,22470600,0.496750000
throughput,1,1,50325,50325,3,411300,35496000,16825800,5970800,22796600,0.503250000
throughput,2,0,50073,50073,26,757300,37847000,16723100,6606300,23329400,0.500730000
throughput,2,1,49927,49927,35,343300,39387100,16663000,5818800,22481800,0.499270000
throughput,3,0,51558,51558,92,344700,28253600,15961800,5421600,21383400,0.515580000
throughput,3,1,48442,48442,96,299000,29496700,16135700,5197000,21332700,0.484420000
throughput,4,0,49151,49151,4,384000,35392200,15575100,5731200,21306300,0.491510000
throughput,4,1,50849,50849,4,346600,33951600,15956800,5838100,21794900,0.508490000
throughput,5,0,50983,50983,2,252200,35103400,15701600,5700600,21402200,0.509830000
throughput,5,1,49017,49017,2,212500,35143300,15609700,5501500,21111200,0.490170000
throughput,6,0,50703,50703,25,483700,30903400,15766800,5531000,21297800,0.507030000
throughput,6,1,49297,49297,23,656100,30930500,15441500,5442300,20883800,0.492970000
throughput,7,0,51386,51386,17,746300,34239800,16297600,5769300,22066900,0.513860000
throughput,7,1,48614,48614,18,985800,35580500,15808900,5965700,21774600,0.486140000
