scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,26060,26060,535,1669200,47065100,9910700,3344800,13255500,0.260600000
throughput,1,1,22614,22614,612,1909100,41356200,7043700,2929300,9973000,0.226140000
throughput,1,2,24048,24048,555,2585100,46100200,7819000,4092100,11911100,0.240480000
throughput,1,3,27278,27278,571,2661400,46877800,8497300,3509000,12006300,0.272780000
throughput,2,0,24439,24439,418,1988200,44202800,8416600,3213200,11629800,0.244390000
throughput,2,1,24393,24393,391,1156800,46796700,7904800,3351700,11256500,0.243930000
throughput,2,2,24733,24733,382,1209400,46681500,7651000,3324500,10975500,0.247330000
throughput,2,3,26435,26435,400,1624700,44768800,8502400,3479300,11981700,0.264350000
throughput,3,0,27331,27331,1773,6605500,39638600,9727000,4164500,13891500,0.273310000
throughput,3,1,22535,22535,1656,9419600,39948200,8158800,3640700,11799500,0.225350000
throughput,3,2,22295,22295,1567,9723000,38162100,7663700,5862200,13525900,0.222950000
throughput,3,3,27839,27839,1791,8312200,38615400,9062100,3812800,12874900,0.278390000
throughput,4,0,25518,25518,339,1873200,41683200,8226100,3166200,11392300,0.255180000
throughput,4,1,26996,26996,290,911700,40432200,8964900,3391400,12356300,0.269960000
throughput,4,2,20926,20926,269,1469500,41006300,7470000,2576400,10046400,0.209260000
throughput,4,3,26560,26560,322,1032800,41920200,8417300,3285800,11703100,0.265600000
throughput,5,0,26511,26511,462,1357400,42667400,8270100,3367400,11637500,0.265110000
throughput,5,1,23718,23718,399,1432300,42690600,7773200,3289000,11062200,0.237180000
throughput,5,2,24060,24060,460,1623900,41966700,7696700,3040600,10737300,0.240600000
throughput,5,3,25711,25711,391,1862200,42653100,8055400,3309000,11364400,0.257110000
throughput,6,0,25233,25233,1797,4592000,34676200,7845800,4575000,12420800,0.252330000
throughput,6,1,23806,23806,1645,4661500,35508300,7379500,3570300,10949800,0.238060000
throughput,6,2,24926,24926,1825,4030600,35757300,7724600,3630800,11355400,0.249260000
throughput,6,3,26035,26035,1766,3767700,35123900,8117000,3742100,11859100,0.260350000
throughput,7,0,25305,25305,464,1178100,36452000,7804500,3405800,11210300,0.253050000
throughput,7,1,24653,24653,442,1019400,36618900,7653700,3490200,11143900,0.246530000
throughput,7,2,24592,24592,468,1073900,36360200,7664500,3750300,11414800,0.245920000
throughput,7,3,25450,25450,442,1046800,36254100,7850600,3745200,11595800,0.254500000
