scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,65989400,100,1332000,1900,5900
throughput,1,1,25000,25000,0,70121700,100,2196800,1900,6400
throughput,1,2,25000,25000,0,69579700,100,2106000,1900,5900
throughput,1,3,25000,25000,0,72647300,100,11799800,1600,5400
throughput,2,0,25000,25000,0,76920800,100,9428200,1500,6800
throughput,2,1,25000,25000,0,73770700,100,2869000,1600,6900
throughput,2,2,25000,25000,0,70711000,100,2850500,1700,6800
throughput,2,3,25000,25000,0,79703100,100,5263000,1600,7400
throughput,3,0,25000,25000,0,79901800,100,5686700,1500,5800
throughput,3,1,25000,25000,0,79611700,100,2883700,1600,6400
throughput,3,2,25000,25000,0,83552900,100,11016200,1400,6400
throughput,3,3,25000,25000,0,70341300,0,2168900,1500,5800
throughput,4,0,25000,25000,0,61057600,100,3101200,1500,6000
throughput,4,1,25000,25000,0,68318200,100,4301700,1600,6500
throughput,4,2,25000,25000,0,83466800,0,14840000,1400,6200
throughput,4,3,25000,25000,0,76056900,100,10998200,1300,5700
throughput,5,0,25000,25000,0,71211400,100,5452900,1300,6400
throughput,5,1,25000,25000,0,67046300,100,2775700,1500,6000
throughput,5,2,25000,25000,0,59847900,100,1826400,1400,6100
throughput,5,3,25000,25000,0,68127300,100,11596400,1400,6100
throughput,6,0,25000,25000,0,76514300,100,3298200,1800,7300
throughput,6,1,25000,25000,0,80416000,100,9371200,1700,7200
throughput,6,2,25000,25000,0,82294400,100,6157200,1600,6600
throughput,6,3,25000,25000,0,68808300,100,2297500,1700,6900
throughput,7,0,25000,25000,0,77651300,100,5956300,1700,5500
throughput,7,1,25000,25000,0,82324600,100,5749200,1600,5900
throughput,7,2,25000,25000,0,81751700,100,9004100,1800,6400
throughput,7,3,25000,25000,0,71400800,100,10044900,1600,5600
