scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,24810,24810,342,896200,45130000,442800,3908300,4351100,0.248100000
throughput,1,1,25896,25896,333,839200,44755600,478000,3501500,3979500,0.258960000
throughput,1,2,22877,22877,268,765800,43832700,378300,3085100,3463400,0.228770000
throughput,1,3,26417,26417,289,860100,45337800,447400,3245900,3693300,0.264170000
throughput,2,0,25082,25082,2061,5430700,42488600,399500,3153300,3552800,0.250820000
throughput,2,1,24114,24114,2009,5238500,41816500,417000,3237800,3654800,0.241140000
throughput,2,2,24987,24987,2065,5101600,42278400,402500,3692300,4094800,0.249870000
throughput,2,3,25817,25817,2167,4939700,42573400,401500,3291400,3692900,0.258170000
throughput,3,0,25513,25513,930,2333500,43951800,478300,3898600,4376900,0.255130000
throughput,3,1,23978,23978,902,4453300,43158800,413700,3007200,3420900,0.239780000
throughput,3,2,25246,25246,881,2465000,44061300,429700,3617000,4046700,0.252460000
throughput,3,3,25263,25263,913,2133100,43226200,435200,4094000,4529200,0.252630000
throughput,4,0,24248,24248,2453,6777400,48854700,425600,3491400,3917000,0.242480000
throughput,4,1,23910,23910,2459,6866300,48533000,402100,3421500,3823600,0.239100000
throughput,4,2,26762,26762,2473,6964800,47408700,450300,3437900,3888200,0.267620000
throughput,4,3,25080,25080,2467,6763400,47981500,443600,3423500,3867100,0.250800000
throughput,5,0,28606,28606,1689,4077400,53624400,553200,3903000,4456200,0.286060000
throughput,5,1,21737,21737,1377,5395900,47847700,407300,3866400,4273700,0.217370000
throughput,5,2,23860,23860,1548,6421600,50775400,462800,3713300,4176100,0.238600000
throughput,5,3,25797,25797,1608,6183800,52607200,478300,3866900,4345200,0.257970000
throughput,6,0,25416,25416,1201,3749500,44928500,456400,5581300,6037700,0.254160000
throughput,6,1,24267,24267,1341,3222800,41705800,618800,6766100,7384900,0.242670000
throughput,6,2,23338,23338,1199,4406900,42509600,441400,6452400,6893800,0.233380000
throughput,6,3,26979,26979,1362,3615100,43962700,484100,5857800,6341900,0.269790000
throughput,7,0,24965,24965,3185,7994000,48798400,956200,3836600,4792800,0.249650000
throughput,7,1,26012,26012,2968,7505600,49334000,471300,3965300,4436600,0.260120000
throughput,7,2,24306,24306,2775,7329900,49083500,1014300,3021700,4036000,0.243060000
throughput,7,3,24717,24717,2764,7689800,49442500,444700,3934600,4379300,0.247170000
