scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,67431800,100,823600,1800,7800
throughput,1,1,25000,25000,0,66814000,100,512800,1700,7500
throughput,1,2,25000,25000,0,67818300,100,1030900,1700,7500
throughput,1,3,25000,25000,0,66750400,100,1188300,1700,7500
throughput,2,0,25000,25000,0,63888600,100,1044600,1700,7300
throughput,2,1,25000,25000,0,62451200,100,699100,1600,6900
throughput,2,2,25000,25000,0,64712900,100,1363600,1600,6900
throughput,2,3,25000,25000,0,64143500,100,1369500,1600,7300
throughput,3,0,25000,25000,0,61991500,100,343500,1600,7300
throughput,3,1,25000,25000,0,63210600,100,2560200,1400,6900
throughput,3,2,25000,25000,0,62239500,100,775800,1500,6900
throughput,3,3,25000,25000,0,59696200,100,674100,1500,6800
throughput,4,0,25000,25000,0,70322600,100,649200,1900,7800
throughput,4,1,25000,25000,0,65549300,100,540200,1800,7100
throughput,4,2,25000,25000,0,71692000,0,2699400,1800,7900
throughput,4,3,25000,25000,0,69220300,100,508400,1900,7800
throughput,5,0,25000,25000,0,67455600,100,1760700,1600,7800
throughput,5,1,25000,25000,0,73180100,100,6552200,1200,6800
throughput,5,2,25000,25000,0,68465000,100,5208900,1500,7300
throughput,5,3,25000,25000,0,61240800,100,1960300,1500,6700
throughput,6,0,25000,25000,0,65066000,100,1133200,1600,7200
throughput,6,1,25000,25000,0,68607300,100,2605100,1600,7600
throughput,6,2,25000,25000,0,68993400,100,3211000,1500,7100
throughput,6,3,25000,25000,0,69871700,100,3239700,1500,7200
throughput,7,0,25000,25000,0,96197300,100,8414100,2200,7200
throughput,7,1,25000,25000,0,95896900,100,2933300,2300,7800
throughput,7,2,25000,25000,0,96691700,100,3367100,2400,7900
throughput,7,3,25000,25000,0,83321900,100,2423900,2300,7400
