scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,25582,25582,10610,22506600,33093700,755000,2935900,3690900,0.255820000
throughput,1,1,24617,24617,11444,24764000,31433200,663900,3086200,3750100,0.246170000
throughput,1,2,23352,23352,10378,23841900,33058900,639800,2630600,3270400,0.233520000
throughput,1,3,26449,26449,10454,22132400,33278900,747700,3127200,3874900,0.264490000
throughput,2,0,23587,23587,8585,20505900,33959300,690900,4523200,5214100,0.235870000
throughput,2,1,24370,24370,9214,21325700,32494300,678500,4433600,5112100,0.243700000
throughput,2,2,25978,25978,9718,21872600,31400400,729200,4554200,5283400,0.259780000
throughput,2,3,26065,26065,8817,19567900,33603200,770400,4543800,5314200,0.260650000
throughput,3,0,25239,25239,12764,25752200,33457100,758700,2699100,3457800,0.252390000
throughput,3,1,26469,26469,12489,23752900,33822400,828400,3090600,3919000,0.264690000
throughput,3,2,25560,25560,12209,24575600,33738000,789400,3208000,3997400,0.255600000
throughput,3,3,22732,22732,11241,24955200,34888700,702400,2656000,3358400,0.227320000
throughput,4,0,23639,23639,14015,30997000,32613500,737500,2601100,3338600,0.236390000
throughput,4,1,25411,25411,13915,28872300,32900700,1035100,2786100,3821200,0.254110000
throughput,4,2,24293,24293,14201,30520400,32310800,735300,2729700,3465000,0.242930000
throughput,4,3,26657,26657,14993,30064300,31725200,806500,2864600,3671100,0.266570000
throughput,5,0,25451,25451,12468,30611000,31543600,742700,2934000,3676700,0.254510000
throughput,5,1,24163,24163,12019,29330500,32310400,724600,2854400,3579000,0.241630000
throughput,5,2,25476,25476,11919,29079300,32334900,769200,2941200,3710400,0.254760000
throughput,5,3,24910,24910,12267,29194000,32080800,872400,2816400,3688800,0.249100000
throughput,6,0,25325,25325,11369,24232900,32804000,882400,3332100,4214500,0.253250000
throughput,6,1,24554,24554,11461,24250300,32831100,806700,3346600,4153300,0.245540000
throughput,6,2,21874,21874,10952,24800300,32737700,757700,3144900,3902600,0.218740000
throughput,6,3,28247,28247,11682,22514800,32358200,896400,3688400,4584800,0.282470000
throughput,7,0,28849,28849,10479,18375100,35578300,902400,3429000,4331400,0.288490000
throughput,7,1,25903,25903,10005,19233600,35930400,886300,3154300,4040600,0.259030000
throughput,7,2,22609,22609,8787,19800000,37305900,683600,2881800,3565400,0.226090000
throughput,7,3,22639,22639,9393,20526900,36211700,708400,2843700,3552100,0.226390000
