scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,24356,24356,14300,221019200,39876400,860200,4791800,5652000,0.243560000
throughput,1,1,25445,25445,14676,216994500,40724600,950300,4882200,5832500,0.254450000
throughput,1,2,24953,24953,14449,216798100,43226000,915200,4872200,5787400,0.249530000
throughput,1,3,25246,25246,14518,220268800,40244900,867200,4971100,5838300,0.252460000
throughput,2,0,24950,24950,13267,106641600,43468400,857700,2757500,3615200,0.249500000
throughput,2,1,24429,24429,12243,106362800,43950500,810300,2727800,3538100,0.244290000
throughput,2,2,25263,25263,11906,104652000,45235100,848300,2833000,3681300,0.252630000
throughput,2,3,25358,25358,12022,108518100,41646200,848000,2810200,3658200,0.253580000
throughput,3,0,25914,25914,11565,115992600,43813800,896000,2912600,3808600,0.259140000
throughput,3,1,26389,26389,11279,116197300,43845800,1058200,2892300,3950500,0.263890000
throughput,3,2,23441,23441,10421,116790400,44370800,888300,2710300,3598600,0.234410000
throughput,3,3,24256,24256,10703,115952400,44871200,832300,2815600,3647900,0.242560000
throughput,4,0,24776,24776,13406,161952000,44408800,817700,2744000,3561700,0.247760000
throughput,4,1,25670,25670,13614,162179600,43233500,871300,3030000,3901300,0.256700000
throughput,4,2,25471,25471,13634,160839800,44831800,877700,2887700,3765400,0.254710000
throughput,4,3,24083,24083,13178,159540300,46765700,819600,2918200,3737800,0.240830000
throughput,5,0,25382,25382,9673,87443800,46439800,909700,3097600,4007300,0.253820000
throughput,5,1,23601,23601,9841,88439700,46300900,830000,2880900,3710900,0.236010000
throughput,5,2,26284,26284,11321,88134900,45325600,891700,3034200,3925900,0.262840000
throughput,5,3,24733,24733,11399,89671700,44149000,1332300,2857600,4189900,0.247330000
throughput,6,0,25658,25658,14159,156183400,42590400,955600,3292500,4248100,0.256580000
throughput,6,1,22941,22941,12798,158412700,41883800,863300,2867300,3730600,0.229410000
throughput,6,2,22975,22975,12816,155657800,43829300,879800,2932800,3812600,0.229750000
throughput,6,3,28426,28426,14874,151451800,46003800,1053700,3680700,4734400,0.284260000
throughput,7,0,25767,25767,13867,180918400,43856700,1004900,3311100,4316000,0.257670000
throughput,7,1,25337,25337,13404,178730700,46774000,952400,3261000,4213400,0.253370000
throughput,7,2,22671,22671,12113,183545000,42509000,831900,3964200,4796100,0.226710000
throughput,7,3,26225,26225,13289,179521600,45682000,959800,3324000,4283800,0.262250000
