scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,25159,25159,20481,39820000,24124400,768200,2764000,3532200,0.251590000
throughput,1,1,25274,25274,21551,41383400,22219500,814400,2949700,3764100,0.252740000
throughput,1,2,22819,22819,20906,42371800,22227600,721400,2676300,3397700,0.228190000
throughput,1,3,26748,26748,21672,41145400,21788700,836100,2985600,3821700,0.267480000
throughput,2,0,23672,23672,21504,41900000,21903600,733300,2516400,3249700,0.236720000
throughput,2,1,25194,25194,20814,38604700,23989400,796700,2745500,3542200,0.251940000
throughput,2,2,25126,25126,21141,40714100,22397000,783300,2675300,3458600,0.251260000
throughput,2,3,26008,26008,21144,38792000,23578500,832500,2815300,3647800,0.260080000
throughput,3,0,24654,24654,20181,38856900,23169100,745300,2580700,3326000,0.246540000
throughput,3,1,26576,26576,21267,37633700,22888300,848400,2825500,3673900,0.265760000
throughput,3,2,23070,23070,19803,39458100,23111800,729600,2607600,3337200,0.230700000
throughput,3,3,25700,25700,21730,38776700,22103500,813200,2845700,3658900,0.257000000
throughput,4,0,25249,25249,20231,37072800,22687400,825000,2667100,3492100,0.252490000
throughput,4,1,27053,27053,21236,36348600,22195100,822200,2877500,3699700,0.270530000
throughput,4,2,22764,22764,19287,36789700,23701400,706300,2568100,3274400,0.227640000
throughput,4,3,24934,24934,20790,37450900,22169000,799200,2832000,3631200,0.249340000
throughput,5,0,25919,25919,20784,38728000,22953100,824700,2954800,3779500,0.259190000
throughput,5,1,22087,22087,19754,40451300,22360700,698400,2671900,3370300,0.220870000
throughput,5,2,24298,24298,20494,39721800,21714300,757200,2847300,3604500,0.242980000
throughput,5,3,27696,27696,21695,37963000,22232600,904500,3129000,4033500,0.276960000
throughput,6,0,24025,24025,21605,42626200,21213500,725200,2561300,3286500,0.240250000
throughput,6,1,25261,25261,21904,41204800,21426700,800900,2832800,3633700,0.252610000
throughput,6,2,25617,25617,21678,40533300,21936900,770300,2707700,3478000,0.256170000
throughput,6,3,25097,25097,20872,40692300,22573200,823700,2867000,3690700,0.250970000
throughput,7,0,26104,26104,24661,53066000,11578700,821400,2749100,3570500,0.261040000
throughput,7,1,24985,24985,24500,52825800,11725400,781400,2663300,3444700,0.249850000
throughput,7,2,23187,23187,24815,52747500,11519200,697100,2500400,3197500,0.231870000
throughput,7,3,25724,25724,24517,50708000,12675400,837100,2919000,3756100,0.257240000
