scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,270485500,100,3916500,3200,46900
throughput,1,1,25000,25000,0,286570900,100,2094100,3200,46900
throughput,1,2,25000,25000,0,283703500,100,1977700,3200,46800
throughput,1,3,25000,25000,0,285936800,100,3581100,3500,46900
throughput,2,0,25000,25000,0,164599400,100,1078800,2800,39700
throughput,2,1,25000,25000,0,158061600,100,2965600,2500,39700
throughput,2,2,25000,25000,0,165842000,100,551400,2800,40600
throughput,2,3,25000,25000,0,165704800,100,616700,2800,40900
throughput,3,0,25000,25000,0,160292300,100,735100,2500,39600
throughput,3,1,25000,25000,0,178026300,100,1958800,2500,39600
throughput,3,2,25000,25000,0,176154200,100,772200,2600,39600
throughput,3,3,25000,25000,0,174157700,100,673800,2700,39600
throughput,4,0,25000,25000,0,224821600,100,6272800,2700,47000
throughput,4,1,25000,25000,0,219133600,100,2258400,3000,47300
throughput,4,2,25000,25000,0,223557800,100,2236200,2900,47100
throughput,4,3,25000,25000,0,221575900,100,3493400,3100,47000
throughput,5,0,25000,25000,0,150374900,200,1707200,2600,42400
throughput,5,1,25000,25000,0,146660400,100,342500,2500,42500
throughput,5,2,25000,25000,0,151184300,100,1006100,2500,42100
throughput,5,3,25000,25000,0,149597800,100,1999900,2500,41600
throughput,6,0,25000,25000,0,196921300,100,1247900,2800,44300
throughput,6,1,25000,25000,0,217278000,100,2747200,2800,44800
throughput,6,2,25000,25000,0,218793600,100,3927300,2600,45000
throughput,6,3,25000,25000,0,199103400,100,1778900,2800,44000
throughput,7,0,25000,25000,0,236710500,100,1535600,3000,47800
throughput,7,1,25000,25000,0,246518400,100,1734000,3000,47700
throughput,7,2,25000,25000,0,246398800,100,1764400,3000,47800
throughput,7,3,25000,25000,0,243922900,100,2214000,3000,47700
