scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,14058,14058,3920,36009300,27150800,4384100,10163700,14547800,0.140580000
throughput,1,1,9189,9189,3560,22834700,36380300,2909000,7584400,10493400,0.091890000
throughput,1,2,13888,13888,2985,35003200,32986200,4464600,5190600,9655200,0.138880000
throughput,1,3,11142,11142,4309,30960400,23609500,3458300,16836400,20294700,0.111420000
throughput,1,4,10251,10251,4193,38936100,22682300,3204400,5186800,8391200,0.102510000
throughput,1,5,8183,8183,3603,22344700,36457600,2527900,18780200,21308100,0.081830000
throughput,1,6,14629,14629,4837,33209800,36685700,4661300,2748200,7409500,0.146290000
throughput,1,7,18660,18660,5037,29785900,36769800,5751100,2975400,8726500,0.186600000
throughput,2,0,15259,15259,4799,28719000,32942400,5162100,1855400,7017500,0.152590000
throughput,2,1,15374,15374,5073,24054600,30497500,4789100,11403800,16192900,0.153740000
throughput,2,2,15054,15054,3635,28239500,32320400,4706400,1863700,6570100,0.150540000
throughput,2,3,12274,12274,3626,28545400,36348400,4013700,3497000,7510700,0.122740000
throughput,2,4,11231,11231,4037,27193100,19873100,3517000,1465500,4982500,0.112310000
throughput,2,5,8812,8812,3948,31780800,16846800,20345400,5780800,26126200,0.088120000
throughput,2,6,9941,9941,4673,25853300,33617100,3109500,11404000,14513500,0.099410000
throughput,2,7,12055,12055,3551,37170100,30297200,3756300,1571000,5327300,0.120550000
throughput,3,0,15731,15731,5424,29271900,32785800,4925400,7282600,12208000,0.157310000
throughput,3,1,12502,12502,4682,31477700,28741300,3950600,5349000,9299600,0.125020000
throughput,3,2,13636,13636,4589,27227400,28596300,5587700,2215200,7802900,0.136360000
throughput,3,3,12596,12596,5006,22223200,27780600,4126300,13625600,17751900,0.125960000
throughput,3,4,18831,18831,5749,25625000,38275200,6148100,2743900,8892000,0.188310000
throughput,3,5,3874,3874,1873,18681400,8139600,1331600,598700,1930300,0.038740000
throughput,3,6,11391,11391,4267,34018700,21463900,4375800,16253800,20629600,0.113910000
throughput,3,7,11439,11439,5375,22065100,27039100,3592800,5870600,9463400,0.114390000
throughput,4,0,13323,13323,5632,48260000,30122400,4170800,4033100,8203900,0.133230000
throughput,4,1,12303,12303,6539,58066700,29564400,3825700,2406700,6232400,0.123030000
throughput,4,2,13324,13324,6375,54131000,27043500,4203000,7758100,11961100,0.133240000
throughput,4,3,11064,11064,5540,59451400,29004700,3447400,2492600,5940000,0.110640000
throughput,4,4,10780,10780,5057,62718500,24221600,3427700,2032900,5460600,0.107800000
throughput,4,5,12053,12053,6158,60224600,27175400,3814500,2739700,6554200,0.120530000
throughput,4,6,14378,14378,6115,52343900,30444300,6366200,3157000,9523200,0.143780000
throughput,4,7,12775,12775,6212,57698900,28945300,4001400,2486600,6488000,0.127750000
throughput,5,0,14663,14663,2902,22502400,46239400,4588000,2576400,7164400,0.146630000
throughput,5,1,15826,15826,3349,22041600,38467200,4984700,3603600,8588300,0.158260000
throughput,5,2,13882,13882,4011,33612100,29845300,4408000,1627000,6035000,0.138820000
throughput,5,3,10293,10293,2299,32731000,38754000,5233800,1394600,6628400,0.102930000
throughput,5,4,8595,8595,2376,34875100,36633900,6366500,1099200,7465700,0.085950000
throughput,5,5,13590,13590,2709,41186100,28862900,4766500,1609200,6375700,0.135900000
throughput,5,6,15366,15366,4017,24849700,44371800,4788300,1853900,6642200,0.153660000
throughput,5,7,7785,7785,3346,45102200,30510800,2440700,1052600,3493300,0.077850000
throughput,6,0,9065,9065,2014,29571800,29666600,2826200,3385100,6211300,0.090650000
throughput,6,1,19020,19020,3018,16302000,35497500,5943400,3458800,9402200,0.190200000
throughput,6,2,11893,11893,3239,32785700,23275100,3793700,1692800,5486500,0.118930000
throughput,6,3,11665,11665,1459,11006100,42773300,3921100,2356100,6277200,0.116650000
throughput,6,4,12670,12670,2094,10564900,36569500,3908400,10206200,14114600,0.126700000
throughput,6,5,11644,11644,2739,25666200,22952600,3703900,2424500,6128400,0.116440000
throughput,6,6,8771,8771,2203,32925800,15404100,4714500,2754100,7468600,0.087710000
throughput,6,7,15272,15272,2621,21565100,31164800,4954500,5031700,9986200,0.152720000
throughput,7,0,13145,13145,2787,23524100,28361300,6176100,12918500,19094600,0.131450000
throughput,7,1,15550,15550,3483,31779900,30870400,4896800,2139400,7036200,0.155500000
throughput,7,2,11191,11191,3777,40755100,25644300,3566700,1494400,5061100,0.111910000
throughput,7,3,15400,15400,3311,25670500,28938600,4827100,10082800,14909900,0.154000000
throughput,7,4,11460,11460,3157,42838300,22526500,3585600,2540800,6126400,0.114600000
throughput,7,5,10190,10190,3109,34499200,23334000,3529500,10336200,13865700,0.101900000
throughput,7,6,12085,12085,2927,32895400,31336400,3785500,3027900,6813400,0.120850000
throughput,7,7,10979,10979,3440,46379400,19372100,3450800,1568400,5019200,0.109790000
