scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,57530300,100,88200,1800,6300
throughput,1,1,25000,25000,0,64203100,100,94600,1800,7400
throughput,1,2,25000,25000,0,66415000,0,132000,1700,8300
throughput,1,3,25000,25000,0,64307100,100,70000,1900,7200
throughput,2,0,25000,25000,0,55405300,100,99000,1800,5800
throughput,2,1,25000,25000,0,62370800,100,570400,1800,6700
throughput,2,2,25000,25000,0,63528200,100,498400,1800,7000
throughput,2,3,25000,25000,0,64867100,0,558200,1800,7600
throughput,3,0,25000,25000,0,162845400,0,77630500,1500,6500
throughput,3,1,25000,25000,0,134908300,0,19511000,1400,5600
throughput,3,2,25000,25000,0,159326400,100,71376200,1600,6100
throughput,3,3,25000,25000,0,163994900,0,56475800,1500,6400
throughput,4,0,25000,25000,0,62228100,100,618900,1800,6900
throughput,4,1,25000,25000,0,60893600,100,213300,1800,6700
throughput,4,2,25000,25000,0,60803800,100,380200,1800,6400
throughput,4,3,25000,25000,0,63007300,100,457900,1800,7100
throughput,5,0,25000,25000,0,64746700,100,445100,2000,6600
throughput,5,1,25000,25000,0,66871300,100,446800,2000,7000
throughput,5,2,25000,25000,0,66567000,100,592200,2000,6800
throughput,5,3,25000,25000,0,66421200,100,521600,2100,6800
throughput,6,0,25000,25000,0,71483100,100,435000,2100,7800
throughput,6,1,25000,25000,0,70443600,0,460800,2100,7300
throughput,6,2,25000,25000,0,70982200,100,605700,2100,7400
throughput,6,3,25000,25000,0,69273800,100,426100,2100,7300
throughput,7,0,25000,25000,0,72213200,100,395100,2100,7700
throughput,7,1,25000,25000,0,70469900,100,181700,2200,7600
throughput,7,2,25000,25000,0,71640900,100,137300,2200,7600
throughput,7,3,25000,25000,0,73241700,100,324000,2100,8100
