scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,54758,54758,628,997800,43485100,1505500,4947500,6453000,0.547580000
throughput,1,1,45242,45242,617,977300,46835500,1338900,4525000,5863900,0.452420000
throughput,2,0,46739,46739,206,479500,46590000,1338500,3985300,5323800,0.467390000
throughput,2,1,53261,53261,204,492000,46133200,1377400,4464800,5842200,0.532610000
throughput,3,0,54568,54568,505,811600,41107900,1281200,5986200,7267400,0.545680000
throughput,3,1,45432,45432,492,680400,44079200,1184300,5235900,6420200,0.454320000
throughput,4,0,53410,53410,31,311900,48230700,1425800,5031000,6456800,0.534100000
throughput,4,1,46590,46590,35,268600,50857800,1405800,4486100,5891900,0.465900000
throughput,5,0,51484,51484,438,910100,41061600,1407800,4277200,5685000,0.514840000
throughput,5,1,48516,48516,450,745200,41035400,1333400,4417300,5750700,0.485160000
throughput,6,0,53315,53315,853,1027600,40342700,1551200,5053000,6604200,0.533150000
throughput,6,1,46685,46685,873,999900,42271500,1534900,4671000,6205900,0.466850000
throughput,7,0,49471,49471,1007,1201600,49041600,1322100,4107400,5429500,0.494710000
throughput,7,1,50529,50529,879,1036100,47418800,1283000,4112200,5395200,0.505290000
