scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,10664,10664,3306,35948100,20129000,3385600,8915400,12301000,0.106640000
throughput,1,1,11390,11390,2153,18842400,27690800,3579600,12066100,15645700,0.113900000
throughput,1,2,9911,9911,3354,37902000,19489200,3170700,8112400,11283100,0.099110000
throughput,1,3,12769,12769,3194,28031300,22482600,4032700,13067100,17099800,0.127690000
throughput,1,4,18178,18178,3147,20328500,34022900,5735600,4287500,10023100,0.181780000
throughput,1,5,12738,12738,2323,14352800,37767200,4014700,11329000,15343700,0.127380000
throughput,1,6,10025,10025,2747,33644300,23188200,4999100,6422400,11421500,0.100250000
throughput,1,7,14325,14325,2998,26041000,22847700,4488300,5213500,9701800,0.143250000
throughput,2,0,10438,10438,2168,30451800,27951000,3290200,7773400,11063600,0.104380000
throughput,2,1,11836,11836,1988,39943400,27413200,3753000,2681500,6434500,0.118360000
throughput,2,2,14644,14644,2757,19408200,35931400,4682200,1736800,6419000,0.146440000
throughput,2,3,9101,9101,1969,29380400,28530900,5716900,7612400,13329300,0.091010000
throughput,2,4,15079,15079,2746,24959800,37454200,4779000,4783900,9562900,0.150790000
throughput,2,5,12172,12172,2818,26382500,24495900,9907700,6281700,16189400,0.121720000
throughput,2,6,13376,13376,2417,24416200,32337000,4291100,1628300,5919400,0.133760000
throughput,2,7,13354,13354,3425,24838200,37634700,4552200,5665400,10217600,0.133540000
throughput,3,0,12293,12293,5256,34977300,32404600,7418800,3805900,11224700,0.122930000
throughput,3,1,10988,10988,4170,43923300,24628700,3438900,3510800,6949700,0.109880000
throughput,3,2,10496,10496,4934,40099300,33297500,3357800,2110200,5468000,0.104960000
throughput,3,3,14216,14216,4608,40912700,30646600,4454400,3327900,7782300,0.142160000
throughput,3,4,17420,17420,6395,29327500,40136500,5443800,3097200,8541000,0.174200000
throughput,3,5,10605,10605,4243,37216100,35846000,3581400,3426100,7007500,0.106050000
throughput,3,6,15800,15800,6195,33778100,36771400,5026000,2368000,7394000,0.158000000
throughput,3,7,8182,8182,3887,39306900,22841700,15704100,3032600,18736700,0.081820000
throughput,4,0,11743,11743,4623,45200400,28574600,4052400,1521400,5573800,0.117430000
throughput,4,1,10199,10199,4600,41525200,32628500,3417300,2192600,5609900,0.101990000
throughput,4,2,11750,11750,5362,40008800,24544000,13232600,1433600,14666200,0.117500000
throughput,4,3,13286,13286,5169,35681700,36333200,4130000,2509000,6639000,0.132860000
throughput,4,4,15228,15228,6473,39853000,30746500,5246500,1927600,7174100,0.152280000
throughput,4,5,14103,14103,5926,38153600,32433300,4380500,2856800,7237300,0.141030000
throughput,4,6,13720,13720,6217,36216500,31059000,4303500,1765300,6068800,0.137200000
throughput,4,7,9971,9971,4295,42699700,30811500,3087700,3468500,6556200,0.099710000
throughput,5,0,7438,7438,2681,12354100,16795200,4792500,973900,5766400,0.074380000
throughput,5,1,15877,15877,2703,26070700,25857300,5166400,4735200,9901600,0.158770000
throughput,5,2,13226,13226,3771,26419600,28519100,4170500,2300700,6471200,0.132260000
throughput,5,3,14198,14198,2502,28067100,28715400,5486800,2645000,8131800,0.141980000
throughput,5,4,17739,17739,3498,20290900,30796600,9653800,2575400,12229200,0.177390000
throughput,5,5,7161,7161,2116,11814200,21490600,2221800,957600,3179400,0.071610000
throughput,5,6,9572,9572,3393,25796800,19688100,5510000,1307600,6817600,0.095720000
throughput,5,7,14789,14789,3377,22724000,35321300,4750400,1897300,6647700,0.147890000
throughput,6,0,13715,13715,3710,35485000,33038300,4241100,4427100,8668200,0.137150000
throughput,6,1,15131,15131,4041,23797600,42898000,4821800,4717100,9538900,0.151310000
throughput,6,2,17237,17237,4334,19161500,40989200,5393300,4976800,10370100,0.172370000
throughput,6,3,10679,10679,2551,27706700,43831100,3365500,1760600,5126100,0.106790000
throughput,6,4,13709,13709,3524,20917500,43908100,5810500,5038000,10848500,0.137090000
throughput,6,5,4724,4724,1305,17267100,15160200,1536400,12329100,13865500,0.047240000
throughput,6,6,9195,9195,3265,28129800,36848100,2972800,11323500,14296300,0.091950000
throughput,6,7,15610,15610,4204,30289300,37193400,4842600,3837200,8679800,0.156100000
throughput,7,0,11966,11966,4028,26077800,44146700,3848300,3337800,7186100,0.119660000
throughput,7,1,12411,12411,4736,27859600,30500900,5299800,1735700,7035500,0.124110000
throughput,7,2,7265,7265,3306,42902500,27111400,2765600,5103800,7869400,0.072650000
throughput,7,3,16007,16007,4835,39354400,27432400,5129000,3071100,8200100,0.160070000
throughput,7,4,12905,12905,3802,29170000,31756500,4729100,10006400,14735500,0.129050000
throughput,7,5,14867,14867,4460,29502500,38157600,4807600,2621000,7428600,0.148670000
throughput,7,6,16538,16538,5099,24961000,32896900,5536200,9920600,15456800,0.165380000
throughput,7,7,8041,8041,2469,13378100,19465300,2515400,1761600,4277000,0.080410000
