scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,68854400,100,985000,1900,7300
throughput,1,1,25000,25000,0,68393400,100,331400,1900,7500
throughput,1,2,25000,25000,0,68423700,100,807900,1900,7400
throughput,1,3,25000,25000,0,69557100,100,1259700,1800,7500
throughput,2,0,25000,25000,0,66597900,100,919400,1600,7700
throughput,2,1,25000,25000,0,67626400,100,684600,1700,7500
throughput,2,2,25000,25000,0,70820600,100,3097400,1500,7700
throughput,2,3,25000,25000,0,68322200,100,783800,1700,8000
throughput,3,0,25000,25000,0,71674200,100,1994700,1900,7600
throughput,3,1,25000,25000,0,69333400,100,772100,1900,7700
throughput,3,2,25000,25000,0,72434600,100,1248100,1900,7400
throughput,3,3,25000,25000,0,71237100,100,444800,1900,7900
throughput,4,0,25000,25000,0,72371900,100,5820700,1700,7600
throughput,4,1,25000,25000,0,70691400,100,982700,1800,7700
throughput,4,2,25000,25000,0,67983600,100,567100,1900,7400
throughput,4,3,25000,25000,0,71032200,100,2164400,1900,7500
throughput,5,0,25000,25000,0,66920800,100,572700,1800,7700
throughput,5,1,25000,25000,0,67508400,100,819600,1800,7700
throughput,5,2,25000,25000,0,66413000,100,632100,1800,7400
throughput,5,3,25000,25000,0,69669800,100,642400,1700,8300
throughput,6,0,25000,25000,0,70910700,100,344800,2000,8000
throughput,6,1,25000,25000,0,72026400,100,790600,2000,7700
throughput,6,2,25000,25000,0,72574400,100,1374500,1900,7800
throughput,6,3,25000,25000,0,71698400,100,1109400,2000,7800
throughput,7,0,25000,25000,0,70573700,100,1325400,1900,7600
throughput,7,1,25000,25000,0,69658900,100,734300,1900,7300
throughput,7,2,25000,25000,0,71603500,100,563500,1900,7800
throughput,7,3,25000,25000,0,69983900,100,1115700,1900,7600
