timestamp_utc,scenario,callback_profile,mode,iteration,workers,producers,capacity,tasks_attempted,tasks_accepted,tasks_executed,tasks_rejected,submit_duration_ns,shutdown_duration_ns,join_duration_ns,total_duration_ns,throughput_tasks_per_second,mean_submit_latency_ns,p50_submit_latency_ns,p95_submit_latency_ns,min_submit_latency_ns,max_submit_latency_ns,mean_end_to_end_latency_ns,p50_end_to_end_latency_ns,p95_end_to_end_latency_ns,enqueue_lock_attempts,enqueue_lock_wait_ns,enqueue_lock_max_wait_ns,enqueue_inferred_contended,dequeue_lock_attempts,dequeue_lock_wait_ns,dequeue_lock_max_wait_ns,dequeue_inferred_contended,enqueue_wait_count,enqueue_wait_total_ns,enqueue_wait_max_ns,dequeue_wait_count,dequeue_wait_total_ns,dequeue_wait_max_ns,queue_full_observations,queue_empty_observations,not_empty_signals,not_full_signals,shutdown_broadcasts,avoided_not_empty_signals,avoided_not_full_signals,not_empty_signals_per_task,not_full_signals_per_task,total_signals_per_task,enqueue_predicate_false_wakeups,dequeue_predicate_false_wakeups,occupancy_sample_count,occupancy_event_mean,occupancy_min,occupancy_max,occupancy_zero_observations,occupancy_full_observations,callback_compute_total_ns,callback_accounting_total_ns,callback_combined_total_ns,worker_task_cv,zero_task_workers,accounting_mode,correctness_passed
2026-07-28T21:38:44.151Z,throughput,noop,validated,1,4,4,1,100000,100000,100000,0,287516200,7000,75600,287598900,347706.475929,11266.967,3300,46900,100,3916500,12773.693,3900,52900,100000,175095900,1921300,45501,100004,164071900,2056900,42701,59173,880731700,3896000,57943,875080600,2388800,59173,57943,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,8548,7691,200000,0.500000,0,1,100000,100000,3592900,19517300,23110200,0.016437591,0,standard,true
2026-07-28T21:38:44.333Z,throughput,noop,validated,2,4,4,1,100000,100000,100000,0,167628700,7400,89700,167725900,596210.841617,6542.078,2700,40300,100,2965600,7438.116,3300,45700,100000,182469400,2964100,48818,100004,174300200,595000,46818,52566,421814900,916100,49438,426174500,3606300,52566,49438,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,9925,8763,200000,0.500000,0,1,100000,100000,3364300,11128500,14492800,0.014503434,0,standard,true
2026-07-28T21:38:44.532Z,throughput,noop,validated,3,4,4,1,100000,100000,100000,0,178886300,7100,88300,178981700,558716.338039,6886.305,2600,39600,100,1958800,7833.006,3100,44200,100000,181596100,769300,47594,100004,176901600,776200,46761,49081,453674900,1957800,43968,464932700,1107700,49081,43968,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,7815,6107,200000,0.500000,0,1,100000,100000,3674800,11330800,15005600,0.047953035,0,standard,true
2026-07-28T21:38:44.766Z,throughput,noop,validated,4,4,4,1,100000,100000,100000,0,225673200,7300,79500,225760000,442948.263643,8890.889,2900,47100,100,6272800,10066.667,3500,53100,100000,200234600,6270500,50392,100004,179239800,6266000,45164,51344,631192500,2257400,53832,644511700,3269600,51344,53832,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,7811,8579,200000,0.500000,0,1,100000,100000,3386300,11579900,14966200,0.024994447,0,standard,true
2026-07-28T21:38:44.933Z,throughput,noop,validated,5,4,4,1,100000,100000,100000,0,152045800,22800,150100,152218800,656949.075935,5978.174,2500,42000,100,1999900,6818.730,3100,47100,100000,186663700,581800,50740,100004,182215300,601500,49372,49149,363308800,1999200,42234,353690100,3197400,49149,42234,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,8632,6545,200000,0.500000,0,1,100000,100000,3963700,11870300,15834000,0.039105345,0,standard,true
2026-07-28T21:38:45.183Z,throughput,noop,validated,6,4,4,1,100000,100000,100000,0,219730300,11700,126200,219868200,454817.931834,8320.963,2700,44500,100,3927300,9449.536,3300,49300,100000,187892600,2688700,48968,100004,174307300,2021700,44776,50346,583359600,3915400,54647,621705700,2449700,50346,54647,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,7573,8715,200000,0.500000,0,1,100000,100000,3752400,12773300,16525700,0.090577141,0,standard,true
2026-07-28T21:38:45.448Z,throughput,noop,validated,7,4,4,1,100000,100000,100000,0,247444500,11700,109500,247565700,403933.178142,9735.506,3000,47800,100,2214000,11003.055,3600,53900,100000,181247900,1539000,45233,100004,178821700,1521400,44577,55461,723190600,2202800,52673,722715700,2650500,55461,52673,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,8655,7297,200000,0.500000,0,1,100000,100000,3749000,13860300,17609300,0.055233048,0,standard,true
