scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,25001,25001,1366,4293900,51705100,842700,3038900,3881600,0.250010000
throughput,1,1,24672,24672,1406,4155400,51786000,816300,3515400,4331700,0.246720000
throughput,1,2,25039,25039,1350,4382000,51854300,774400,3023900,3798300,0.250390000
throughput,1,3,25288,25288,1435,4288000,51361400,861700,3137200,3998900,0.252880000
throughput,2,0,24531,24531,1934,7412600,48221000,806100,3099700,3905800,0.245310000
throughput,2,1,26875,26875,2040,6335500,48895600,827200,3225000,4052200,0.268750000
throughput,2,2,22859,22859,1767,6128100,50980700,938100,2911800,3849900,0.228590000
throughput,2,3,25735,25735,1965,5909900,49848200,826800,3264300,4091100,0.257350000
throughput,3,0,25964,25964,1844,5422700,51832000,885900,3996200,4882100,0.259640000
throughput,3,1,26357,26357,1932,7074300,50666700,850800,3406600,4257400,0.263570000
throughput,3,2,21835,21835,1788,7198800,45176800,696000,2757700,3453700,0.218350000
throughput,3,3,25844,25844,1894,5000100,48684400,840300,7619600,8459900,0.258440000
throughput,4,0,24932,24932,2808,7148200,51789900,862600,3103400,3966000,0.249320000
throughput,4,1,25203,25203,2858,7068600,50506400,811100,3038400,3849500,0.252030000
throughput,4,2,26406,26406,2922,7454200,49645200,848500,3129200,3977700,0.264060000
throughput,4,3,23459,23459,2593,8015700,51868800,752800,2919600,3672400,0.234590000
throughput,5,0,26634,26634,1270,3742900,49910200,843500,3393700,4237200,0.266340000
throughput,5,1,24503,24503,1314,3519500,49383000,777300,4284200,5061500,0.245030000
throughput,5,2,24035,24035,1275,3499600,49508300,793600,3508600,4302200,0.240350000
throughput,5,3,24828,24828,1233,3446800,50218000,764300,3823000,4587300,0.248280000
throughput,6,0,23860,23860,1318,5152300,52705400,849000,3621900,4470900,0.238600000
throughput,6,1,26540,26540,1331,4024700,53713900,852100,3317400,4169500,0.265400000
throughput,6,2,26077,26077,1320,4342500,53714500,843800,3294600,4138400,0.260770000
throughput,6,3,23523,23523,1220,4444400,54182500,901600,2928500,3830100,0.235230000
throughput,7,0,25322,25322,2074,6035100,52144500,825100,3103900,3929000,0.253220000
throughput,7,1,25020,25020,1993,6522700,51499300,785300,3167600,3952900,0.250200000
throughput,7,2,25079,25079,2156,5784600,51776300,825100,3205600,4030700,0.250790000
throughput,7,3,24579,24579,2112,5627300,52352300,742100,3542700,4284800,0.245790000
