scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,57373900,100,335500,1700,6200
throughput,1,1,25000,25000,0,66327000,100,357600,1900,7500
throughput,1,2,25000,25000,0,69217600,100,350700,1900,8200
throughput,1,3,25000,25000,0,68965800,0,341500,1900,7900
throughput,2,0,25000,25000,0,69292700,100,497100,2000,7200
throughput,2,1,25000,25000,0,72394800,0,385600,2100,7800
throughput,2,2,25000,25000,0,71957900,100,1022600,2200,7400
throughput,2,3,25000,25000,0,71092800,100,445100,2100,7700
throughput,3,0,25000,25000,0,69181700,100,317200,2000,7700
throughput,3,1,25000,25000,0,67832400,100,211100,2000,7400
throughput,3,2,25000,25000,0,67707000,100,179400,2100,7300
throughput,3,3,25000,25000,0,67771300,100,112500,2100,7200
throughput,4,0,25000,25000,0,74610500,100,425400,2300,7600
throughput,4,1,25000,25000,0,75386000,100,935100,2200,8000
throughput,4,2,25000,25000,0,74396700,100,420200,2200,8100
throughput,4,3,25000,25000,0,75474200,100,402500,2300,8100
throughput,5,0,25000,25000,0,64921200,100,890800,1800,7200
throughput,5,1,25000,25000,0,66322900,100,694100,1800,7700
throughput,5,2,25000,25000,0,65278700,100,639900,1900,7300
throughput,5,3,25000,25000,0,60861800,100,679700,1800,6400
throughput,6,0,25000,25000,0,62319600,100,577600,1800,6500
throughput,6,1,25000,25000,0,65613100,100,556100,1900,7000
throughput,6,2,25000,25000,0,58091300,100,124900,1800,5900
throughput,6,3,25000,25000,0,66514300,0,368900,1800,7700
throughput,7,0,25000,25000,0,72390300,100,566000,2000,8300
throughput,7,1,25000,25000,0,69321300,100,129000,2100,7700
throughput,7,2,25000,25000,0,64655000,100,409200,2000,6600
throughput,7,3,25000,25000,0,70961300,100,413000,2100,7600
