timestamp_utc,scenario,callback_profile,mode,iteration,workers,producers,capacity,tasks_attempted,tasks_accepted,tasks_executed,tasks_rejected,submit_duration_ns,shutdown_duration_ns,join_duration_ns,total_duration_ns,throughput_tasks_per_second,mean_submit_latency_ns,p50_submit_latency_ns,p95_submit_latency_ns,min_submit_latency_ns,max_submit_latency_ns,mean_end_to_end_latency_ns,p50_end_to_end_latency_ns,p95_end_to_end_latency_ns,enqueue_lock_attempts,enqueue_lock_wait_ns,enqueue_lock_max_wait_ns,enqueue_inferred_contended,dequeue_lock_attempts,dequeue_lock_wait_ns,dequeue_lock_max_wait_ns,dequeue_inferred_contended,enqueue_wait_count,enqueue_wait_total_ns,enqueue_wait_max_ns,dequeue_wait_count,dequeue_wait_total_ns,dequeue_wait_max_ns,queue_full_observations,queue_empty_observations,not_empty_signals,not_full_signals,shutdown_broadcasts,avoided_not_empty_signals,avoided_not_full_signals,not_empty_signals_per_task,not_full_signals_per_task,total_signals_per_task,enqueue_predicate_false_wakeups,dequeue_predicate_false_wakeups,occupancy_sample_count,occupancy_event_mean,occupancy_min,occupancy_max,occupancy_zero_observations,occupancy_full_observations,callback_compute_total_ns,callback_accounting_total_ns,callback_combined_total_ns,worker_task_cv,zero_task_workers,accounting_mode,correctness_passed
2026-07-28T21:38:48.379Z,throughput,noop,validated,1,4,4,16,100000,100000,100000,0,72355700,7600,85000,72448300,1380294.637693,2844.229,1900,7900,100,583100,7808.604,7000,15700,100000,230975200,581500,59506,100004,207522800,960100,52512,4578,16142000,456600,8846,27347000,1031900,4578,8846,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,517,1064,200000,6.837000,0,16,13030,6690,1645900,13074600,14720500,0.016151210,0,standard,true
2026-07-28T21:38:48.478Z,throughput,noop,validated,2,4,4,16,100000,100000,100000,0,78111100,10300,94400,78216000,1278510.790631,2984.194,1800,8000,100,5130900,8437.017,7000,18200,100000,227998100,3470800,56682,100004,206700800,2028300,49897,7794,32564200,5127600,13886,42825900,1181900,7794,13886,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,1064,2326,200000,6.859100,0,16,18697,11322,1767000,20965600,22732600,0.029889650,0,standard,true
2026-07-28T21:38:48.562Z,throughput,noop,validated,3,4,4,16,100000,100000,100000,0,77340700,8700,117800,77467200,1290868.909680,2990.190,1900,7800,100,1934700,9397.228,8800,18100,100000,222651600,1723500,56452,100004,210051000,1446100,51728,10601,35215900,1005000,10350,34807700,2072700,10601,10350,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,1427,1703,200000,8.146230,0,16,13779,14320,1786900,13698400,15485300,0.062291335,0,standard,true
2026-07-28T21:38:48.662Z,throughput,noop,validated,4,4,4,16,100000,100000,100000,0,80539600,7500,77800,80624900,1240311.615890,3129.610,2000,8300,100,2355800,9724.702,8900,19300,100000,224526600,1034000,57219,100004,218747700,2496500,54336,10349,42665800,2350800,10157,37602000,2354000,10349,10157,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,1299,1414,200000,8.093410,0,16,13441,13608,1760500,13504000,15264500,0.025777246,0,standard,true
2026-07-28T21:38:48.745Z,throughput,noop,validated,5,4,4,16,100000,100000,100000,0,67284400,7600,81800,67373800,1484256.491396,2584.275,1600,7400,100,1678700,8322.609,8100,15800,100000,181864900,1474700,47545,100004,187460900,1133900,49392,8746,28321300,1677700,8137,24370800,1431000,8746,8137,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,1046,1248,200000,8.529990,0,16,11342,13325,1692900,13594500,15287400,0.025190204,0,standard,true
2026-07-28T21:38:48.828Z,throughput,noop,validated,6,4,4,16,100000,100000,100000,0,66498400,7600,73100,66579200,1501970.585408,2567.106,1600,7400,100,2095900,9507.625,9400,16600,100000,180056300,2094600,47536,100004,183874600,480600,49703,12925,33796500,436000,4769,14362800,513700,12925,4769,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,1634,832,200000,10.191720,0,16,6237,17853,1720400,14893300,16613700,0.074147755,0,standard,true
2026-07-28T21:38:48.895Z,throughput,noop,validated,7,4,4,16,100000,100000,100000,0,64362900,8200,76900,64448000,1551638.530288,2454.508,1500,7000,100,2490400,8093.819,7900,15100,100000,171945200,1806300,46104,100004,181872300,1278700,48856,7932,21633400,586200,6811,17582100,524000,7932,6811,100000,100000,2,0,0,1.000000000,1.000000000,2.000000000,956,1079,200000,8.777170,0,16,9275,11481,2144800,13228200,15373000,0.034221981,0,standard,true
