scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,24973,24973,2254,6893300,51909200,402100,3305500,3707600,0.249730000
throughput,1,1,24419,24419,2160,7202800,51858100,391600,3187900,3579500,0.244190000
throughput,1,2,25558,25558,2194,6697400,51812700,412700,3422100,3834800,0.255580000
throughput,1,3,25050,25050,2238,6553500,51942800,439500,3159100,3598600,0.250500000
throughput,2,0,26125,26125,3542,10158600,52766700,467800,4479600,4947400,0.261250000
throughput,2,1,24588,24588,3422,12099300,52343000,422200,3318800,3741000,0.245880000
throughput,2,2,25165,25165,3312,9537700,54088500,450800,3369600,3820400,0.251650000
throughput,2,3,24122,24122,3610,11030300,47502600,426200,9797600,10223800,0.241220000
throughput,3,0,26398,26398,2527,7735700,54800500,471700,3531400,4003100,0.263980000
throughput,3,1,22365,22365,2436,8889900,50748700,393100,2940900,3334000,0.223650000
throughput,3,2,25756,25756,2714,10059900,49784400,486400,4053000,4539400,0.257560000
throughput,3,3,25481,25481,2673,8122200,54717400,435700,3173100,3608800,0.254810000
throughput,4,0,24714,24714,2581,10540100,55125000,431400,3209200,3640600,0.247140000
throughput,4,1,26104,26104,2594,8833000,55236800,459600,3555200,4014800,0.261040000
throughput,4,2,24477,24477,2457,8809800,53235000,434800,3236700,3671500,0.244770000
throughput,4,3,24705,24705,2525,9419100,55150900,434700,3502900,3937600,0.247050000
throughput,5,0,24124,24124,2160,6346000,47690400,414400,3021900,3436300,0.241240000
throughput,5,1,25307,25307,1963,5700500,46625400,433100,3523700,3956800,0.253070000
throughput,5,2,24754,24754,1936,6597600,46716400,418200,3191900,3610100,0.247540000
throughput,5,3,25815,25815,2078,5726700,46428700,427200,3857000,4284200,0.258150000
throughput,6,0,25861,25861,1161,3312200,48052500,458000,3455300,3913300,0.258610000
throughput,6,1,25955,25955,1190,3847100,47079200,438000,3529100,3967100,0.259550000
throughput,6,2,21807,21807,1294,3644900,42030400,371600,4442900,4814500,0.218070000
throughput,6,3,26377,26377,1124,3558600,46712500,452800,3466000,3918800,0.263770000
throughput,7,0,24119,24119,1681,4300600,45599000,864800,3244900,4109700,0.241190000
throughput,7,1,26417,26417,1779,4604300,44889400,440000,3332500,3772500,0.264170000
throughput,7,2,24741,24741,1653,4588300,45698100,413000,3510800,3923800,0.247410000
throughput,7,3,24723,24723,1698,4088900,45685800,427000,3140000,3567000,0.247230000
