scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,52649,52649,719,825700,42914500,1442600,4361300,5803900,0.526490000
throughput,1,1,47351,47351,687,761000,43359900,1321900,4279600,5601500,0.473510000
throughput,2,0,52704,52704,438,541200,39554200,1348000,4482800,5830800,0.527040000
throughput,2,1,47296,47296,801,606500,41662200,1318900,4270500,5589400,0.472960000
throughput,3,0,32870,32870,1061,10100500,52114800,50619100,3237100,53856200,0.328700000
throughput,3,1,67130,67130,1104,73565300,53573500,1684300,5077700,6762000,0.671300000
throughput,4,0,53111,53111,249,734100,38265200,1529100,4432900,5962000,0.531110000
throughput,4,1,46889,46889,500,739400,40194700,1297500,4229700,5527200,0.468890000
throughput,5,0,49874,49874,88,411100,40178800,1474500,4648000,6122500,0.498740000
throughput,5,1,50126,50126,90,326000,40296000,1502000,4845700,6347700,0.501260000
throughput,6,0,49568,49568,150,633100,46714900,1994000,4650500,6644500,0.495680000
throughput,6,1,50432,50432,256,377700,46015300,1478100,4898300,6376400,0.504320000
throughput,7,0,49793,49793,345,609200,46599800,1447900,4717800,6165700,0.497930000
throughput,7,1,50207,50207,349,605600,45682200,1442300,4801200,6243500,0.502070000
