scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,68236300,100,7483100,1500,6200
throughput,1,1,25000,25000,0,78563300,0,17474400,1200,5500
throughput,1,2,25000,25000,0,60852900,100,438000,1600,7100
throughput,1,3,25000,25000,0,71408700,100,8818100,1600,7000
throughput,2,0,25000,25000,0,65215200,100,7577500,1100,5400
throughput,2,1,25000,25000,0,72283100,0,15441900,900,4500
throughput,2,2,25000,25000,0,54089700,100,2565600,1200,5600
throughput,2,3,25000,25000,0,52970000,100,3752400,1200,5000
throughput,3,0,25000,25000,0,73628000,100,4284600,1800,6800
throughput,3,1,25000,25000,0,88984000,0,6963300,1500,6400
throughput,3,2,25000,25000,0,78366100,100,5185200,1700,7400
throughput,3,3,25000,25000,0,67719000,100,3767300,1600,6400
throughput,4,0,25000,25000,0,54100500,100,2190200,1400,5800
throughput,4,1,25000,25000,0,80181300,100,19626300,1300,5900
throughput,4,2,25000,25000,0,58311500,0,2290500,1500,6300
throughput,4,3,25000,25000,0,78918200,100,28429500,1100,5100
throughput,5,0,25000,25000,0,59721300,100,4548800,1300,5800
throughput,5,1,25000,25000,0,75353600,100,26189900,700,3500
throughput,5,2,25000,25000,0,52834600,100,2544900,1200,4900
throughput,5,3,25000,25000,0,60102300,100,8010100,1100,5200
throughput,6,0,25000,25000,0,52109400,100,1321400,1300,5700
throughput,6,1,25000,25000,0,80104700,0,23512600,1100,4900
throughput,6,2,25000,25000,0,72463400,100,6451900,1400,5700
throughput,6,3,25000,25000,0,71918200,100,6421700,1500,6500
throughput,7,0,25000,25000,0,80560500,0,8135700,1400,6100
throughput,7,1,25000,25000,0,78316000,100,7210400,1500,5900
throughput,7,2,25000,25000,0,72340800,100,6046300,1500,6100
throughput,7,3,25000,25000,0,63921000,100,5598800,1400,6600
