scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,29606,29606,1108,2972200,48007800,474000,3678300,4152300,0.296060000
throughput,1,1,20588,20588,840,2390000,44598100,349400,2750900,3100300,0.205880000
throughput,1,2,25871,25871,950,2729500,47307000,621100,3654500,4275600,0.258710000
throughput,1,3,23935,23935,1080,10359200,40633900,429100,3264900,3694000,0.239350000
throughput,2,0,23815,23815,887,2346600,48858800,393800,3798900,4192700,0.238150000
throughput,2,1,24727,24727,780,7045100,42254100,420300,3503900,3924200,0.247270000
throughput,2,2,25646,25646,862,4392900,44735500,427700,5371500,5799200,0.256460000
throughput,2,3,25812,25812,860,2371000,47468200,445300,3231800,3677100,0.258120000
throughput,3,0,27131,27131,1668,4912000,51293500,454700,3271700,3726400,0.271310000
throughput,3,1,18464,18464,1918,6517200,44829200,302400,2264600,2567000,0.184640000
throughput,3,2,25289,25289,1945,6112500,46089100,420500,3230900,3651400,0.252890000
throughput,3,3,29116,29116,1807,5187200,49719000,485900,3711100,4197000,0.291160000
throughput,4,0,25774,25774,610,2000100,45937500,426200,3707000,4133200,0.257740000
throughput,4,1,24429,24429,593,3022300,46909600,402100,2966900,3369000,0.244290000
throughput,4,2,23613,23613,552,1891900,47224800,388400,3673200,4061600,0.236130000
throughput,4,3,26184,26184,633,1957800,47358600,436600,3066100,3502700,0.261840000
throughput,5,0,23783,23783,1623,6925800,44277700,417000,3856500,4273500,0.237830000
throughput,5,1,26159,26159,1704,5896300,44888100,460100,3128000,3588100,0.261590000
throughput,5,2,24557,24557,1624,5098300,45375100,407800,2923700,3331500,0.245570000
throughput,5,3,25501,25501,1509,5227500,45360100,430600,3290100,3720700,0.255010000
throughput,6,0,25413,25413,884,2532000,43762600,434700,3238400,3673100,0.254130000
throughput,6,1,21327,21327,744,3500700,42778800,358000,2914800,3272800,0.213270000
throughput,6,2,25877,25877,911,2526400,42482900,435300,3707200,4142500,0.258770000
throughput,6,3,27383,27383,913,2321500,42860400,461300,3550100,4011400,0.273830000
throughput,7,0,24721,24721,1242,4373500,45166000,417100,3568800,3985900,0.247210000
throughput,7,1,26025,26025,1269,4250100,45837000,422800,3028200,3451000,0.260250000
throughput,7,2,24293,24293,1206,4189800,46321300,403700,2927300,3331000,0.242930000
throughput,7,3,24961,24961,1156,3884200,44228800,430200,5236900,5667100,0.249610000
