scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,78859400,100,523500,2500,7900
throughput,1,1,25000,25000,0,78383400,0,463400,2500,7600
throughput,1,2,25000,25000,0,70851700,100,545800,2400,6600
throughput,1,3,25000,25000,0,78261100,100,904200,2500,7600
throughput,2,0,25000,25000,0,83752300,100,609100,2600,8100
throughput,2,1,25000,25000,0,84836300,100,485700,2500,8500
throughput,2,2,25000,25000,0,84161300,100,420100,2600,8200
throughput,2,3,25000,25000,0,83628200,100,976600,2600,8100
throughput,3,0,25000,25000,0,68739400,100,474600,2200,6400
throughput,3,1,25000,25000,0,67073400,100,346600,2100,6200
throughput,3,2,25000,25000,0,68879300,100,284900,2200,6600
throughput,3,3,25000,25000,0,67917500,100,777800,2200,6100
throughput,4,0,25000,25000,0,75658900,100,372200,2400,7700
throughput,4,1,25000,25000,0,71119700,0,485100,2400,6500
throughput,4,2,25000,25000,0,76551800,100,420500,2400,8100
throughput,4,3,25000,25000,0,72622800,0,459100,2400,6700
throughput,5,0,25000,25000,0,74784800,100,448800,2500,7000
throughput,5,1,25000,25000,0,76375800,100,463000,2500,7400
throughput,5,2,25000,25000,0,74128900,100,464400,2500,7000
throughput,5,3,25000,25000,0,76712500,100,472500,2500,7600
throughput,6,0,25000,25000,0,81099400,100,219200,2600,8100
throughput,6,1,25000,25000,0,80931600,100,430900,2600,7600
throughput,6,2,25000,25000,0,78633800,100,536200,2700,7300
throughput,6,3,25000,25000,0,78283000,100,260100,2700,7200
throughput,7,0,25000,25000,0,77459100,100,1283600,2300,7300
throughput,7,1,25000,25000,0,74188900,100,545900,2400,7100
throughput,7,2,25000,25000,0,73231800,100,477500,2300,6900
throughput,7,3,25000,25000,0,77026600,100,616100,2300,7200
