scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,25000,25000,0,65789500,100,5632700,1500,6700
throughput,1,1,25000,25000,0,61525600,100,429200,1600,7200
throughput,1,2,25000,25000,0,65958800,100,1476400,1700,7200
throughput,1,3,25000,25000,0,66105100,100,7428900,1600,6700
throughput,2,0,25000,25000,0,62496800,100,966100,1600,6900
throughput,2,1,25000,25000,0,66006400,100,2184700,1600,7200
throughput,2,2,25000,25000,0,65884300,100,569300,1700,7500
throughput,2,3,25000,25000,0,63051700,100,1623900,1600,7000
throughput,3,0,25000,25000,0,68024600,100,1978400,1700,7400
throughput,3,1,25000,25000,0,63605500,100,347300,1700,7100
throughput,3,2,25000,25000,0,64452500,100,1317500,1700,7100
throughput,3,3,25000,25000,0,69010100,100,2160900,1700,7300
throughput,4,0,25000,25000,0,61066800,100,339000,1600,7100
throughput,4,1,25000,25000,0,62266900,0,698000,1500,7300
throughput,4,2,25000,25000,0,59430900,100,1052500,1500,6700
throughput,4,3,25000,25000,0,61623200,100,1962500,1500,7100
throughput,5,0,25000,25000,0,63388700,100,1061300,1400,7100
throughput,5,1,25000,25000,0,61760600,100,2950400,1500,6800
throughput,5,2,25000,25000,0,61893300,100,836000,1500,7000
throughput,5,3,25000,25000,0,61821500,100,1823000,1500,6700
throughput,6,0,25000,25000,0,59623300,100,865000,1600,6600
throughput,6,1,25000,25000,0,59379200,100,590800,1500,6700
throughput,6,2,25000,25000,0,61362500,0,1827200,1400,6600
throughput,6,3,25000,25000,0,58078800,100,249400,1600,6600
throughput,7,0,25000,25000,0,59115700,100,1478400,1400,6600
throughput,7,1,25000,25000,0,62506300,100,1754900,1400,6800
throughput,7,2,25000,25000,0,62063500,0,1367600,1500,6900
throughput,7,3,25000,25000,0,61237000,0,2254300,1400,6900
