scenario,iteration,producer_index,tasks_attempted,tasks_accepted,tasks_rejected,submit_total_ns,submit_min_ns,submit_max_ns,submit_p50_ns,submit_p95_ns
throughput,1,0,50000,50000,0,70663000,100,167800,1100,3300
throughput,1,1,50000,50000,0,69319000,0,170300,1100,3200
throughput,2,0,50000,50000,0,71433100,0,97600,900,4000
throughput,2,1,50000,50000,0,65944800,100,91200,1000,3400
throughput,3,0,50000,50000,0,66953000,100,68300,1000,3500
throughput,3,1,50000,50000,0,70621500,100,465800,1000,3900
throughput,4,0,50000,50000,0,83794300,0,230700,1400,3400
throughput,4,1,50000,50000,0,84391700,0,84700,1400,3500
throughput,5,0,50000,50000,0,77965500,100,153800,1200,3800
throughput,5,1,50000,50000,0,78326700,100,763300,1200,3700
throughput,6,0,50000,50000,0,75380600,100,1277000,1000,3800
throughput,6,1,50000,50000,0,73411600,100,207000,1000,3800
throughput,7,0,50000,50000,0,73761600,0,96200,1100,3900
throughput,7,1,50000,50000,0,72547700,100,90200,1000,3800
