scenario,iteration,worker_index,tasks_dequeued,tasks_executed,dequeue_wait_count,dequeue_wait_ns,dequeue_lock_ns,callback_compute_ns,callback_accounting_ns,callback_combined_ns,task_share
throughput,1,0,27241,27241,22028,39365700,21762900,948800,3111400,4060200,0.272410000
throughput,1,1,22540,22540,20572,41328400,21721100,829000,2633700,3462700,0.225400000
throughput,1,2,26799,26799,21539,38296600,22414900,934000,2980200,3914200,0.267990000
throughput,1,3,23420,23420,20503,41662900,21148100,789000,2581200,3370200,0.234200000
throughput,2,0,26481,26481,20965,42936100,25345800,1007000,3108100,4115100,0.264810000
throughput,2,1,25818,25818,20825,44161400,24815600,1011900,3178700,4190600,0.258180000
throughput,2,2,23440,23440,19775,43722800,24919000,879300,2928400,3807700,0.234400000
throughput,2,3,24261,24261,21277,45267000,23359900,964000,3032100,3996100,0.242610000
throughput,3,0,27861,27861,21906,40183400,21894500,997900,3039800,4037700,0.278610000
throughput,3,1,22231,22231,20052,42628000,21930900,739400,2414200,3153600,0.222310000
throughput,3,2,23226,23226,20671,42773600,21309100,774400,2405800,3180200,0.232260000
throughput,3,3,26682,26682,22014,40466500,21512700,960000,2829300,3789300,0.266820000
throughput,4,0,23693,23693,19813,39403800,20964700,770200,2751500,3521700,0.236930000
throughput,4,1,27497,27497,21317,36314700,20931100,977500,3281200,4258700,0.274970000
throughput,4,2,25027,25027,21127,38903200,20030700,1007200,3039600,4046800,0.250270000
throughput,4,3,23783,23783,20254,38320300,20686800,850400,3015000,3865400,0.237830000
throughput,5,0,24527,24527,20695,39819300,23729900,891000,2565700,3456700,0.245270000
throughput,5,1,24312,24312,21227,42180400,21602200,871900,2538400,3410300,0.243120000
throughput,5,2,25535,25535,20660,40684300,23078800,850900,2496400,3347300,0.255350000
throughput,5,3,25626,25626,21699,41831600,21424800,836700,2502300,3339000,0.256260000
throughput,6,0,25781,25781,21315,36986100,20780700,941800,2912500,3854300,0.257810000
throughput,6,1,23678,23678,20191,37397500,21459800,834800,2662100,3496900,0.236780000
throughput,6,2,27213,27213,19428,33020800,24440600,911200,3129200,4040400,0.272130000
throughput,6,3,23328,23328,19376,36218600,22577400,824000,2616900,3440900,0.233280000
throughput,7,0,24217,24217,20340,42249900,22142700,792300,2527900,3320200,0.242170000
throughput,7,1,26166,26166,21209,41135300,21832400,858300,2962000,3820300,0.261660000
throughput,7,2,24893,24893,21541,42552900,21240600,832500,2574700,3407200,0.248930000
throughput,7,3,24724,24724,20743,41421400,22380800,858000,2630400,3488400,0.247240000
